Date,HO-Spot,HO-Futures
2019-05-24,1.9569999999999999,1.9709999999999999
2019-05-27,1.9569999999999999,1.9709999999999999
2019-05-28,1.964,1.993
2019-05-29,1.944,1.9680000000000002
2019-05-30,1.885,1.915
2019-05-31,1.8090000000000002,1.8419999999999999
2019-06-03,1.776,1.807
2019-06-04,1.7919999999999998,1.8219999999999998
2019-06-05,1.743,1.78
2019-06-06,1.778,1.788
2019-06-07,1.796,1.825
2019-06-10,1.781,1.806
2019-06-11,1.7930000000000001,1.8219999999999998
2019-06-12,1.746,1.78
2019-06-13,1.768,1.807
2019-06-14,1.796,1.829
2019-06-17,1.767,1.8
2019-06-18,1.7990000000000002,1.828
2019-06-19,1.8,1.829
2019-06-20,1.859,1.8840000000000001
2019-06-21,1.886,1.916
2019-06-24,1.8730000000000002,1.909
2019-06-25,1.896,1.923
2019-06-26,1.935,1.9709999999999999
2019-06-27,1.9140000000000001,1.953
2019-06-28,1.896,1.945
2019-07-01,1.915,1.954
2019-07-02,1.8619999999999999,1.886
2019-07-03,1.8619999999999999,1.899
2019-07-04,1.8619999999999999,1.899
2019-07-05,1.8619999999999999,1.905
2019-07-08,1.86,1.895
2019-07-09,1.885,1.911
2019-07-10,1.949,1.9909999999999999
2019-07-11,1.95,1.979
2019-07-12,1.949,1.98
2019-07-15,1.91,1.952
2019-07-16,1.879,1.905
2019-07-17,1.8559999999999999,1.893
2019-07-18,1.847,1.8630000000000002
2019-07-19,1.867,1.89
2019-07-22,1.874,1.9
2019-07-23,1.893,1.922
2019-07-24,1.876,1.909
2019-07-25,1.876,1.9140000000000001
2019-07-26,1.874,1.9040000000000001
2019-07-29,1.882,1.911
2019-07-30,1.9180000000000001,1.944
2019-07-31,1.921,1.955
2019-08-01,1.83,1.8530000000000002
2019-08-02,1.837,1.89
2019-08-05,1.794,1.8359999999999999
2019-08-06,1.7919999999999998,1.824
2019-08-07,1.7480000000000002,1.7530000000000001
2019-08-08,1.749,1.777
2019-08-09,1.77,1.808
2019-08-12,1.776,1.806
2019-08-13,1.831,1.8769999999999998
2019-08-14,1.798,1.844
2019-08-15,1.768,1.811
2019-08-16,1.771,1.8130000000000002
2019-08-19,1.795,1.8330000000000002
2019-08-20,1.814,1.854
2019-08-21,1.82,1.857
2019-08-22,1.8019999999999998,1.841
2019-08-23,1.774,1.8159999999999998
2019-08-26,1.774,1.7919999999999998
2019-08-27,1.791,1.8159999999999998
2019-08-28,1.821,1.851
2019-08-29,1.831,1.864
2019-08-30,1.801,1.828
2019-09-02,1.801,1.837
2019-09-03,1.774,1.8030000000000002
2019-09-04,1.869,1.88
2019-09-05,1.868,1.889
2019-09-06,1.88,1.9
2019-09-09,1.9140000000000001,1.9280000000000002
2019-09-10,1.9180000000000001,1.931
2019-09-11,1.8980000000000001,1.903
2019-09-12,1.871,1.885
2019-09-13,1.8630000000000002,1.8780000000000001
2019-09-16,2.069,2.084
2019-09-17,1.9880000000000002,1.99
2019-09-18,1.976,1.973
2019-09-19,2.012,2.005
2019-09-20,1.985,1.986
2019-09-23,1.9780000000000002,1.9969999999999999
2019-09-24,1.944,1.9680000000000002
2019-09-25,1.939,1.954
2019-09-26,1.936,1.955
2019-09-27,1.9280000000000002,1.942
2019-09-30,1.883,1.906
2019-10-01,1.885,1.899
2019-10-02,1.85,1.8730000000000002
2019-10-03,1.867,1.876
2019-10-04,1.88,1.895
2019-10-07,1.8940000000000001,1.903
2019-10-08,1.886,1.91
2019-10-09,1.9040000000000001,1.919
2019-10-10,1.913,1.921
2019-10-11,1.936,1.9580000000000002
2019-10-14,1.89,1.915
2019-10-15,1.889,1.91
2019-10-16,1.943,1.943
2019-10-17,1.956,1.9480000000000002
2019-10-18,1.949,1.9469999999999998
2019-10-21,1.946,1.9409999999999998
2019-10-22,1.949,1.944
2019-10-23,1.9680000000000002,1.964
2019-10-24,1.9880000000000002,1.986
2019-10-25,1.975,1.98
2019-10-28,1.959,1.962
2019-10-29,1.952,1.956
2019-10-30,1.909,1.9140000000000001
2019-10-31,1.882,1.8780000000000001
2019-11-01,1.925,1.933
2019-11-04,1.9369999999999998,1.9409999999999998
2019-11-05,1.9509999999999998,1.9569999999999999
2019-11-06,1.921,1.9280000000000002
2019-11-07,1.9080000000000001,1.92
2019-11-08,1.912,1.9180000000000001
2019-11-11,1.906,1.9140000000000001
2019-11-12,1.886,1.8980000000000001
2019-11-13,1.909,1.913
2019-11-14,1.906,1.9180000000000001
2019-11-15,1.935,1.9480000000000002
2019-11-18,1.885,1.905
2019-11-19,1.8419999999999999,1.857
2019-11-20,1.882,1.892
2019-11-21,1.926,1.945
2019-11-22,1.925,1.929
2019-11-25,1.932,1.944
2019-11-26,1.9509999999999998,1.9609999999999999
2019-11-27,1.9269999999999998,1.9469999999999998
2019-12-02,1.8659999999999999,1.886
2019-12-03,1.8659999999999999,1.88
2019-12-04,1.906,1.923
2019-12-05,1.91,1.933
2019-12-06,1.932,1.952
2019-12-09,1.92,1.944
2019-12-10,1.942,1.966
2019-12-11,1.91,1.929
2019-12-12,1.9340000000000002,1.9509999999999998
2019-12-13,1.9569999999999999,1.986
2019-12-16,1.982,2.005
2019-12-17,2.011,2.033
2019-12-18,2.001,2.02
2019-12-19,2.006,2.03
2019-12-20,1.996,2.022
2019-12-23,2.004,2.022
2019-12-24,2.017,2.036
2019-12-26,2.03,2.052
2019-12-27,2.028,2.05
2019-12-30,2.017,2.041
