date,PRC,sprtrn
20111020,177.25000,0.004554
20111021,181.63000,0.018809
20111024,182.25000,0.012873
20111025,180.36000,-0.020045
20111026,181.97000,0.010537
20111027,185.88000,0.034291
20111028,187.45000,0.000389
20111031,184.63000,-0.024738
20111101,181.35001,-0.027942
20111102,183.92000,0.016105
20111103,187.30000,0.018782
20111104,186.38000,-0.006280
20111107,187.32001,0.006296
20111108,187.25000,0.011736
20111109,182.24001,-0.036695
20111110,183.35001,0.008616
20111111,187.38000,0.019489
20111114,187.35001,-0.009550
20111115,188.75000,0.004817
20111116,186.62000,-0.016616
20111117,185.73000,-0.016800
20111118,185.24001,-0.000395
20111121,181.48000,-0.018648
20111122,181.31000,-0.004141
20111123,177.95000,-0.022095
20111125,177.06000,-0.002686
20111128,182.21001,0.029240
20111129,180.94000,0.002214
20111130,188.00000,0.043315
20111201,189.45000,-0.001909
20111202,189.66000,-0.000241
20111205,190.84000,0.010287
20111206,192.94000,0.001106
20111207,194.05000,0.002018
20111208,191.58000,-0.021142
20111209,194.56000,0.016883
20111212,192.17999,-0.014914
20111213,191.14999,-0.008686
20111214,188.72000,-0.011348
20111215,187.48000,0.003243
20111216,183.57001,0.003216
20111219,182.89000,-0.011733
20111220,187.24001,0.029825
20111221,181.47000,0.001950
20111222,182.03999,0.008266
20111223,184.75000,0.009035
20111227,184.95000,0.000079
20111228,183.99001,-0.012478
20111229,186.17999,0.010707
20111230,183.88000,-0.004291
20120103,186.30000,0.015474
20120104,185.53999,0.000188
20120105,184.66000,0.002944
20120106,182.53999,-0.002537
20120109,181.59000,0.002262
20120110,181.31000,0.008886
20120111,182.32001,0.000310
20120112,180.55000,0.002337
20120113,179.16000,-0.004948
20120117,180.00000,0.003553
20120118,181.07001,0.011108
20120119,180.52000,0.004939
20120120,188.52000,0.000669
20120123,189.98000,0.000471
20120124,191.92999,-0.001026
20120125,191.73000,0.008672
20120126,190.98000,-0.005746
20120127,190.46001,-0.001593
20120130,192.50000,-0.002522
20120131,192.60001,-0.000457
20120201,192.62000,0.008900
20120202,191.53000,0.001095
20120203,193.64000,0.014605
20120206,192.82001,-0.000424
20120207,193.35001,0.002023
20120208,192.95000,0.002160
20120209,193.13000,0.001474
20120210,192.42000,-0.006886
20120213,192.62000,0.006800
20120214,192.22000,-0.000940
20120215,192.25000,-0.005383
20120216,193.02000,0.011026
20120217,193.42000,0.002349
20120221,193.39000,0.000720
20120222,193.87000,-0.003340
20120223,197.61000,0.004272
20120224,197.75999,0.001672
20120227,197.53000,0.001355
20120228,197.98000,0.003356
20120229,196.73000,-0.004737
20120301,197.53000,0.006158
20120302,198.81000,-0.003246
20120305,200.66000,-0.003870
20120306,197.25999,-0.015370
20120307,197.77000,0.006901
20120308,199.81000,0.009818
20120309,200.62000,0.003631
20120312,201.00000,0.000160
20120313,203.78000,0.018132
20120314,204.72000,-0.001196
20120315,206.00000,0.005967
20120316,206.00999,0.001119
20120319,205.72000,0.003974
20120320,204.25000,-0.003001
20120321,204.69000,-0.001871
20120322,205.49001,-0.007207
20120323,205.48000,0.003109
20120326,207.77000,0.013886
20120327,207.17999,-0.002817
20120328,207.28999,-0.004942
20120329,208.27000,-0.001608
20120330,208.64999,0.003698
20120402,209.47000,0.007505
20120403,209.50000,-0.003989
20120404,206.05000,-0.010202
20120405,205.47000,-0.000629
20120409,204.94000,-0.011358
20120410,202.33000,-0.017081
20120411,202.58000,0.007449
20120412,205.32001,0.013779
20120413,202.80000,-0.012475
20120416,202.72000,-0.000504
20120417,207.45000,0.015487
20120418,200.13000,-0.004055
20120419,199.50999,-0.005934
20120420,199.60001,0.001169
20120423,198.62000,-0.008408
20120424,200.00000,0.003680
20120425,203.57001,0.013645
20120426,205.58000,0.006680
20120427,206.81000,0.002414
20120430,207.08000,-0.003884
20120501,208.00000,0.005658
20120502,208.06000,-0.002497
20120503,207.24001,-0.007659
20120504,204.99001,-0.016147
20120507,203.75000,0.000351
20120508,201.48000,-0.004279
20120509,201.23000,-0.006702
20120510,200.60001,0.002517
20120511,201.17000,-0.003387
20120514,199.44000,-0.011113
20120515,199.03999,-0.005746
20120516,199.73000,-0.004404
20120517,197.89000,-0.015051
20120518,195.88000,-0.007388
20120521,197.75999,0.016036
20120522,196.82001,0.000486
20120523,196.12000,0.001694
20120524,196.09000,0.001380
20120525,194.30000,-0.002166
20120529,196.46001,0.011079
20120530,194.53000,-0.014335
20120531,192.89999,-0.002277
20120601,189.08000,-0.024643
20120604,188.53999,0.000110
20120605,189.20000,0.005727
20120606,193.99001,0.023049
20120607,194.44000,-0.000106
20120608,195.14000,0.008114
20120611,192.50999,-0.012620
20120612,194.55000,0.011651
20120613,193.10001,-0.007023
20120614,195.10001,0.010815
20120615,199.10001,0.010338
20120618,198.28999,0.001445
20120619,198.92999,0.009816
20120620,198.78000,-0.001686
20120621,193.39000,-0.022262
20120622,193.70000,0.007175
20120625,192.86000,-0.015955
20120626,191.95000,0.004773
20120627,193.00000,0.008985
20120628,191.39999,-0.002110
20120629,195.58000,0.024920
20120702,195.83000,0.002459
20120703,195.92999,0.006232
20120705,195.28999,-0.004687
20120706,191.41000,-0.009433
20120709,189.67000,-0.001639
20120710,186.25999,-0.008126
20120711,185.25000,-0.000015
20120712,183.09000,-0.004987
20120713,186.00999,0.016497
20120716,184.78999,-0.002314
20120717,183.64999,0.007410
20120718,188.25000,0.006681
20120719,195.34000,0.002717
20120720,192.45000,-0.010062
20120723,190.83000,-0.008909
20120724,190.34000,-0.009041
20120725,191.08000,-0.000314
20120726,193.95000,0.016541
20120727,196.39000,0.019081
20120730,196.67999,-0.000483
20120731,195.98000,-0.004317
20120801,195.17999,-0.003030
20120802,194.45000,-0.007374
20120803,198.52000,0.019040
20120806,198.75999,0.002329
20120807,199.92999,0.005107
20120808,199.03000,0.000621
20120809,198.42000,0.000414
20120810,199.28999,0.002188
20120813,199.00999,-0.001252
20120814,198.28999,-0.000128
20120815,198.39999,0.001140
20120816,200.84000,0.007101
20120817,201.22000,0.001872
20120820,200.50000,-0.000021
20120821,198.64999,-0.003498
20120822,197.25000,0.000226
20120823,195.70000,-0.008072
20120824,197.77000,0.006455
20120827,195.69000,-0.000489
20120828,194.87000,-0.000808
20120829,195.08000,0.000844
20120830,193.37000,-0.007806
20120831,194.85001,0.005073
20120904,194.53999,-0.001166
20120905,195.03999,-0.001068
20120906,199.10001,0.020436
20120907,199.50000,0.004050
20120910,200.95000,-0.006148
20120911,203.27000,0.003135
20120912,203.77000,0.002093
20120913,206.36000,0.016310
20120914,206.81000,0.003959
20120917,207.14999,-0.003125
20120918,207.07001,-0.001280
20120919,206.42999,0.001185
20120920,206.17999,-0.000541
20120921,205.98000,-0.000075
20120924,205.28999,-0.002233
20120925,204.98000,-0.010502
20120926,204.00000,-0.005737
20120927,205.91000,0.009649
20120928,207.45000,-0.004478
20121001,210.47000,0.002652
20121002,209.84000,0.000872
20121003,210.50999,0.003624
20121004,210.39000,0.007174
20121005,210.59000,-0.000322
20121008,209.82001,-0.003457
20121009,207.99001,-0.009891
20121010,205.82001,-0.006188
20121011,205.75999,0.000195
20121012,207.80000,-0.002966
20121015,208.92999,0.008078
20121016,211.00000,0.010270
20121017,200.63000,0.004117
20121018,194.96001,-0.002444
20121019,193.36000,-0.016571
20121022,194.39999,0.000440
20121023,191.25000,-0.014444
20121024,190.72000,-0.003085
20121025,191.60001,0.002996
20121026,193.27000,-0.000729
20121031,194.53000,0.000156
20121101,197.14999,0.010927
20121102,193.42999,-0.009379
20121105,194.14000,0.002164
20121106,195.07001,0.007853
20121107,191.16000,-0.023705
20121108,190.10001,-0.012205
20121109,189.64000,0.001699
20121112,189.25000,0.000130
20121113,188.32001,-0.003985
20121114,185.50999,-0.013852
20121115,185.85001,-0.001594
20121116,186.94000,0.004840
20121119,190.35001,0.019862
20121120,189.20000,0.000663
20121121,190.28999,0.002320
20121123,193.49001,0.013026
20121126,192.88000,-0.002030
20121127,191.23000,-0.005227
20121128,191.98000,0.007856
20121129,191.53000,0.004270
20121130,190.07001,0.000162
20121203,189.48000,-0.004745
20121204,189.36000,-0.001710
20121205,188.64999,0.001585
20121206,189.70000,0.003307
20121207,191.95000,0.002921
20121210,192.62000,0.000338
20121211,194.20000,0.006549
20121212,192.95000,0.000448
20121213,191.99001,-0.006321
20121214,191.75999,-0.004135
20121217,193.62000,0.011871
20121218,195.69000,0.011487
20121219,195.08000,-0.007589
20121220,194.77000,0.005488
20121221,193.42000,-0.009379
20121224,192.39999,-0.002440
20121226,191.95000,-0.004787
20121227,192.71001,-0.001218
20121228,189.83000,-0.011050
20121231,191.55000,0.016942
20130102,196.35001,0.025403
20130103,195.27000,-0.002086
20130104,193.99001,0.004865
20130107,193.14000,-0.003123
20130108,192.87000,-0.003242
20130109,192.32001,0.002656
20130110,192.88000,0.007597
20130111,194.45000,-0.000048
20130114,192.62000,-0.000931
20130115,192.50000,0.001129
20130116,192.59000,0.000197
20130117,193.64999,0.005643
20130118,194.47000,0.003403
20130122,196.08000,0.004428
20130123,204.72000,0.001507
20130124,204.42000,0.000007
20130125,204.97000,0.005445
20130128,204.92999,-0.001850
20130129,203.89999,0.005106
20130130,203.52000,-0.003900
20130131,203.07001,-0.002563
20130201,205.17999,0.010053
20130204,203.78999,-0.011539
20130205,202.78999,0.010416
20130206,201.02000,0.000549
20130207,199.74001,-0.001805
20130208,201.67999,0.005658
20130211,200.16000,-0.000606
20130212,200.03999,0.001595
20130213,200.09000,0.000592
20130214,199.64999,0.000691
20130215,200.98000,-0.001045
20130219,200.32001,0.007337
20130220,199.31000,-0.012404
20130221,198.33000,-0.006303
20130222,201.09000,0.008773
20130225,197.50999,-0.018310
20130226,199.14000,0.006109
20130227,202.33000,0.012726
20130228,200.83000,-0.000864
20130301,202.91000,0.002324
20130304,205.19000,0.004611
20130305,206.53000,0.009566
20130306,208.38000,0.001085
20130307,209.42000,0.001816
20130308,210.38000,0.004481
20130311,210.08000,0.003249
20130312,210.55000,-0.002403
20130313,212.06000,0.001314
20130314,215.80000,0.005603
20130315,214.92000,-0.001618
20130318,213.21001,-0.005510
20130319,213.44000,-0.002423
20130320,215.06000,0.006697
20130321,212.25999,-0.008282
20130322,212.08000,0.007174
20130325,210.74001,-0.003340
20130326,212.36000,0.007785
20130327,210.89000,-0.000588
20130328,213.30000,0.004057
20130401,212.38000,-0.004474
20130402,214.36000,0.005172
20130403,212.66000,-0.010546
20130404,211.31000,0.004048
20130405,209.41000,-0.004295
20130408,209.32001,0.006303
20130409,209.22000,0.003544
20130410,212.00000,0.012189
20130411,212.92000,0.003552
20130412,211.38000,-0.002837
20130415,209.25999,-0.022966
20130416,212.00000,0.014307
20130417,209.67000,-0.014328
20130418,207.14999,-0.006701
20130419,190.00000,0.008848
20130422,187.83000,0.004662
20130423,191.61000,0.010419
20130424,191.71001,0.000006
20130425,193.95000,0.004035
20130426,194.31000,-0.001842
20130429,199.14999,0.007186
20130430,202.53999,0.002485
20130501,199.63000,-0.009308
20130502,202.39000,0.009408
20130503,204.50999,0.010535
20130506,202.78000,0.001908
20130507,203.63000,0.005230
20130508,204.82001,0.004139
20130509,203.24001,-0.003687
20130510,204.47000,0.004322
20130513,202.47000,0.000043
20130514,203.21001,0.010142
20130515,203.32001,0.005114
20130516,204.69000,-0.005010
20130517,208.44000,0.010300
20130520,207.60001,-0.000708
20130521,208.64999,0.001722
20130522,206.99001,-0.008274
20130523,206.16000,-0.002924
20130524,205.72000,-0.000551
20130528,207.78000,0.006341
20130529,207.92000,-0.007048
20130530,209.36000,0.003670
20130531,208.02000,-0.014307
20130603,208.95000,0.005936
20130604,206.19000,-0.005511
20130605,202.74001,-0.013780
20130606,203.80000,0.008490
20130607,206.35001,0.012832
20130610,205.02000,-0.000347
20130611,203.98000,-0.010153
20130612,201.20000,-0.008370
20130613,203.77000,0.014784
20130614,202.20000,-0.005885
20130617,203.03999,0.007567
20130618,204.87000,0.007791
20130619,201.94000,-0.013851
20130620,197.35001,-0.025010
20130621,195.46001,0.002670
20130624,193.53999,-0.012145
20130625,194.98000,0.009497
20130626,194.86000,0.009590
20130627,195.64999,0.006200
20130628,191.11000,-0.004290
20130701,191.28000,0.005404
20130702,191.50000,-0.000545
20130703,193.25000,0.000824
20130705,194.92999,0.010202
20130708,194.98000,0.005252
20130709,191.30000,0.007230
20130710,192.25000,0.000182
20130711,192.80000,0.013554
20130712,192.07001,0.003087
20130715,194.00000,0.001375
20130716,193.85001,-0.003709
20130717,194.55000,0.002774
20130718,197.99001,0.005033
20130719,193.53999,0.001610
20130722,194.09000,0.002033
20130723,194.98000,-0.001852
20130724,196.61000,-0.003811
20130725,197.22000,0.002556
20130726,197.35001,0.000828
20130729,196.21001,-0.003736
20130730,196.00999,0.000374
20130731,195.03999,-0.000136
20130801,195.81000,0.012541
20130802,195.16000,0.001640
20130805,195.50000,-0.001480
20130806,190.99001,-0.005723
20130807,188.56000,-0.003806
20130808,187.92999,0.003885
20130809,187.82001,-0.003570
20130812,189.09000,-0.001153
20130813,188.42000,0.002776
20130814,187.53000,-0.005177
20130815,185.78999,-0.014282
20130816,185.34000,-0.003305
20130819,184.23000,-0.005900
20130820,184.56000,0.003821
20130821,184.86000,-0.005780
20130822,185.19000,0.008619
20130823,185.42000,0.003947
20130826,184.74001,-0.004040
20130827,182.74001,-0.015874
20130828,182.16000,0.002748
20130829,182.64000,0.001963
20130830,182.27000,-0.003174
20130903,183.96001,0.004164
20130904,183.13000,0.008117
20130905,184.14999,0.001210
20130906,183.03000,0.000054
20130909,184.98000,0.009993
20130910,186.60001,0.007346
20130911,190.70000,0.003052
20130912,190.73000,-0.003380
20130913,192.17000,0.002715
20130916,193.14999,0.005693
20130917,192.16000,0.004218
20130918,194.42000,0.012178
20130919,193.39000,-0.001843
20130920,190.02000,-0.007217
20130923,190.99001,-0.004720
20130924,189.97000,-0.002597
20130925,189.47000,-0.002739
20130926,190.22000,0.003485
20130927,186.92000,-0.004074
20130930,185.17999,-0.006029
20131001,186.38000,0.007999
20131002,184.96001,-0.000667
20131003,183.86000,-0.008979
20131004,184.10001,0.007053
20131007,182.00999,-0.008506
20131008,178.72000,-0.012332
20131009,181.32001,0.000574
20131010,184.77000,0.021830
20131011,186.16000,0.006286
20131014,186.97000,0.004075
20131015,184.66000,-0.007064
20131016,186.73000,0.013828
20131017,174.83000,0.006744
20131018,173.78000,0.006549
20131021,172.86000,0.000092
20131022,174.97000,0.005738
20131023,175.77000,-0.004725
20131024,177.80000,0.003258
20131025,176.85001,0.004395
20131028,177.35001,0.001330
20131029,182.12000,0.005584
20131030,180.14999,-0.004876
20131031,179.21001,-0.003839
20131101,179.23000,0.002903
20131104,180.27000,0.003571
20131105,177.85001,-0.002806
20131106,179.19000,0.004266
20131107,180.00000,-0.013183
20131108,179.99001,0.013428
20131111,182.88000,0.000723
20131112,183.07001,-0.002370
20131113,183.55000,0.008095
20131114,182.21001,0.004837
20131115,183.19000,0.004222
20131118,184.47000,-0.003698
20131119,185.25000,-0.002043
20131120,185.19000,-0.003636
20131121,184.13000,0.008129
20131122,181.30000,0.004961
20131125,178.94000,-0.001263
20131126,177.31000,0.000150
20131127,178.97000,0.002485
20131129,179.67999,-0.000786
20131202,177.48000,-0.002719
20131203,176.08000,-0.003193
20131204,175.74001,-0.001304
20131205,176.08000,-0.004340
20131206,177.67000,0.011238
20131209,177.46001,0.001817
20131210,177.12000,-0.003180
20131211,175.20000,-0.011317
20131212,173.37000,-0.003771
20131213,172.80000,-0.000101
20131216,177.85001,0.006320
20131217,175.75999,-0.003101
20131218,178.70000,0.016648
20131219,180.22000,-0.000580
20131220,180.02000,0.004819
20131223,182.23000,0.005318
20131224,183.22000,0.002916
20131226,185.35001,0.004745
20131227,185.08000,-0.000337
20131230,186.41000,-0.000179
20131231,187.57001,0.003960
20140102,185.53000,-0.008862
20140103,186.64000,-0.000333
20140106,186.00000,-0.002512
20140107,189.71001,0.006082
20140108,187.97000,-0.000212
20140109,187.38000,0.000348
20140110,187.25999,0.002307
20140113,184.16000,-0.012576
20140114,185.92000,0.010818
20140115,187.74001,0.005166
20140116,188.75999,-0.001347
20140117,190.09000,-0.003895
20140121,188.42999,0.002774
20140122,182.25000,0.000575
20140123,182.73000,-0.008890
20140124,179.64000,-0.020875
20140127,177.89999,-0.004876
20140128,176.85001,0.006141
20140129,176.39999,-0.010209
20140130,177.36000,0.011267
20140131,176.67999,-0.006465
20140203,172.89999,-0.022832
20140204,172.84000,0.007641
20140205,174.24001,-0.002028
20140206,174.67000,0.012440
20140207,177.25000,0.013302
20140210,177.14000,0.001569
20140211,179.70000,0.011062
20140212,180.24001,-0.000269
20140213,181.84000,0.005810
20140214,183.69000,0.004809
20140218,183.19000,0.001158
20140219,182.95000,-0.006524
20140220,184.25999,0.006031
20140221,182.78999,-0.001919
20140224,183.45000,0.006187
20140225,183.23000,-0.001348
20140226,184.06000,0.000022
20140227,185.27000,0.004948
20140228,185.17000,0.002783
20140303,184.25999,-0.007379
20140304,186.44000,0.015268
20140305,187.14000,-0.000053
20140306,187.64000,0.001718
20140307,187.67999,0.000538
20140310,186.39000,-0.000463
20140311,186.75999,-0.005082
20140312,186.22000,0.000305
20140313,183.89999,-0.011701
20140314,182.21001,-0.002822
20140317,185.81000,0.009614
20140318,186.81000,0.007220
20140319,184.71001,-0.006132
20140320,187.89999,0.006041
20140321,186.67000,-0.002933
20140324,188.25000,-0.004865
20140325,195.03999,0.004404
20140326,192.62000,-0.007000
20140327,189.83000,-0.001900
20140328,190.45000,0.004640
20140331,192.49001,0.007924
20140401,194.50000,0.007039
20140402,193.55000,0.002853
20140403,192.69000,-0.001126
20140404,191.77000,-0.012537
20140407,194.52000,-0.010750
20140408,193.28999,0.003751
20140409,196.64000,0.010918
20140410,195.67999,-0.020885
20140411,195.19000,-0.009487
20140414,197.77000,0.008217
20140415,197.02000,0.006757
20140416,196.39999,0.010488
20140417,190.00999,0.001364
20140421,192.27000,0.003775
20140422,192.14999,0.004092
20140423,191.73000,-0.002213
20140424,190.22000,0.001717
20140425,189.63000,-0.008096
20140428,193.14000,0.003236
20140429,195.11000,0.004761
20140430,196.47000,0.002992
20140501,193.53000,-0.000143
20140502,191.44000,-0.001348
20140505,191.25999,0.001871
20140506,190.03000,-0.008988
20140507,189.30000,0.005616
20140508,188.91000,-0.001374
20140509,190.08000,0.001519
20140512,192.57001,0.009673
20140513,192.19000,0.000422
20140514,188.72000,-0.004701
20140515,186.46001,-0.009362
20140516,187.06000,0.003747
20140519,187.00000,0.003845
20140520,184.89000,-0.006498
20140521,186.39000,0.008116
20140522,185.67999,0.002362
20140523,185.94000,0.004248
20140527,184.78000,0.005988
20140528,183.08000,-0.001114
20140529,183.75999,0.005367
20140530,184.36000,0.001844
20140602,185.69000,0.000728
20140603,184.37000,-0.000379
20140604,184.50999,0.001892
20140605,185.98000,0.006525
20140606,186.37000,0.004628
20140609,186.22000,0.000939
20140610,184.28999,-0.000246
20140611,182.25000,-0.003537
20140612,181.22000,-0.007089
20140613,182.56000,0.003135
20140616,182.35001,0.000837
20140617,182.25999,0.002173
20140618,183.60001,0.007719
20140619,182.82001,0.001277
20140620,181.55000,0.001730
20140623,182.14000,-0.000132
20140624,180.88000,-0.006435
20140625,180.72000,0.004897
20140626,180.37000,-0.001179
20140627,181.71001,0.001911
20140630,181.27000,-0.000372
20140701,186.35001,0.006678
20140702,188.39000,0.000659
20140703,188.53000,0.005480
20140707,188.03999,-0.003924
20140708,187.22000,-0.007049
20140709,188.42000,0.004644
20140710,187.70000,-0.004131
20140711,188.00000,0.001471
20140714,189.86000,0.004844
20140715,188.49001,-0.001932
20140716,192.36000,0.004201
20140717,192.49001,-0.011834
20140718,192.50000,0.010265
20140721,190.85001,-0.002320
20140722,194.09000,0.005016
20140723,193.63000,0.001754
20140724,195.24001,0.000488
20140725,194.39999,-0.004849
20140728,195.78000,0.000288
20140729,194.57001,-0.004528
20140730,194.00000,0.000061
20140731,191.67000,-0.019999
20140801,189.14999,-0.002859
20140804,189.64000,0.007189
20140805,187.10001,-0.009685
20140806,185.97000,0.000016
20140807,184.30000,-0.005557
20140808,186.63000,0.011531
20140811,187.47000,0.002759
20140812,187.34000,-0.001637
20140813,187.95000,0.006707
20140814,187.88000,0.004346
20140815,187.38000,-0.000061
20140818,189.36000,0.008532
20140819,190.07001,0.005001
20140820,190.10001,0.002478
20140821,191.23000,0.002950
20140822,190.41000,-0.001993
20140825,191.16000,0.004788
20140826,192.99001,0.001051
20140827,192.25000,0.000050
20140828,192.00000,-0.001690
20140829,192.30000,0.003320
20140902,191.56000,-0.000544
20140903,191.95000,-0.000779
20140904,190.67999,-0.001534
20140905,191.20000,0.005036
20140908,190.14000,-0.003073
20140909,189.99001,-0.006545
20140910,191.53999,0.003646
20140911,191.72000,0.000882
20140912,191.28000,-0.005963
20140915,191.81000,-0.000710
20140916,192.96001,0.007484
20140917,192.80000,0.001296
20140918,193.75000,0.004891
20140919,194.00000,-0.000477
20140922,193.11000,-0.008013
20140923,191.62000,-0.005776
20140924,192.31000,0.007832
20140925,189.00999,-0.016169
20140926,190.06000,0.008576
20140929,189.64000,-0.002547
20140930,189.83000,-0.002786
20141001,187.17000,-0.013249
20141002,186.91000,0.000005
20141003,188.67000,0.011166
20141006,189.03999,-0.001565
20141007,185.71001,-0.015126
20141008,189.36000,0.017462
20141009,186.42000,-0.020661
20141010,185.92999,-0.011451
20141013,183.52000,-0.016468
20141014,183.80000,0.001579
20141015,181.75000,-0.008100
20141016,179.84000,0.000145
20141017,182.05000,0.012884
20141020,169.10001,0.009143
20141021,163.23000,0.019574
20141022,161.78999,-0.007299
20141023,162.17999,0.012303
20141024,162.08000,0.007053
20141027,161.87000,-0.001502
20141028,163.60001,0.011939
20141029,163.46001,-0.001385
20141030,164.35001,0.006230
20141031,164.39999,0.011731
20141103,164.36000,-0.000119
20141104,162.64999,-0.002830
20141105,161.82001,0.005701
20141106,161.46001,0.003776
20141107,162.07001,0.000350
20141110,163.49001,0.003120
20141111,163.30000,0.000697
20141112,161.92000,-0.000701
20141113,162.78999,0.000530
20141114,164.16000,0.000240
20141117,164.16000,0.000735
20141118,161.89000,0.005134
20141119,161.42999,-0.001501
20141120,160.64000,0.001967
20141121,160.92000,0.005237
20141124,162.14999,0.002864
20141125,161.75999,-0.001150
20141126,161.95000,0.002806
20141128,162.17000,-0.002542
20141201,161.53999,-0.006829
20141202,162.67000,0.006384
20141203,164.52000,0.003765
20141204,164.05000,-0.001162
20141205,163.27000,0.001665
20141208,161.86000,-0.007257
20141209,162.99001,-0.000238
20141210,160.50999,-0.016351
20141211,161.07001,0.004536
20141212,155.38000,-0.016214
20141215,153.06000,-0.006343
20141216,151.41000,-0.008489
20141217,151.92999,0.020352
20141218,157.67999,0.024015
20141219,158.50999,0.004570
20141222,161.44000,0.003810
20141223,162.24001,0.001746
20141224,161.82001,-0.000139
20141226,162.34000,0.003310
20141229,160.50999,0.000862
20141230,160.05000,-0.004889
20141231,160.44000,-0.010311
20150102,162.06000,-0.000340
20150105,159.50999,-0.018278
20150106,156.07001,-0.008893
20150107,155.05000,0.011630
20150108,158.42000,0.017888
20150109,159.11000,-0.008404
20150112,156.44000,-0.008094
20150113,156.81000,-0.002579
20150114,155.80000,-0.005813
20150115,154.57001,-0.009248
20150116,157.14000,0.013424
20150120,156.95000,0.001550
20150121,152.09000,0.004732
20150122,155.39000,0.015270
20150123,155.87000,-0.005492
20150126,156.36000,0.002568
20150127,153.67000,-0.013388
20150128,151.55000,-0.013496
20150129,155.48000,0.009535
20150130,153.31000,-0.012992
20150202,154.66000,0.012962
20150203,158.47000,0.014439
20150204,156.96001,-0.004156
20150205,157.91000,0.010291
20150206,156.72000,-0.003418
20150209,155.75000,-0.004247
20150210,158.56000,0.010676
20150211,158.20000,-0.000029
20150212,158.52000,0.009645
20150213,160.39999,0.004075
20150217,160.96001,0.001598
20150218,162.19000,-0.000314
20150219,163.89000,-0.001062
20150220,163.64999,0.006126
20150223,162.91000,-0.000303
20150224,164.83000,0.002759
20150225,162.81000,-0.000766
20150226,160.87000,-0.001476
20150227,161.94000,-0.002956
20150302,160.48000,0.006125
20150303,161.03000,-0.004539
20150304,159.42000,-0.004389
20150305,161.17999,0.001196
20150306,158.50000,-0.014174
20150309,160.77000,0.003944
20150310,157.81000,-0.016961
20150311,156.80000,-0.001918
20150312,157.98000,0.012601
20150313,154.28000,-0.006075
20150316,157.08000,0.013534
20150317,156.96001,-0.003320
20150318,159.81000,0.012158
20150319,159.81000,-0.004873
20150320,162.88000,0.009013
20150323,164.63000,-0.001746
20150324,163.00000,-0.006139
20150325,159.20000,-0.014559
20150326,160.59000,-0.002377
20150327,160.39999,0.002369
20150330,162.67000,0.012237
20150331,160.50000,-0.008796
20150401,159.17999,-0.003965
20150402,160.45000,0.003530
20150406,162.03999,0.006609
20150407,162.07001,-0.002062
20150408,161.85001,0.002683
20150409,162.34000,0.004457
20150410,162.86000,0.005203
20150413,162.38000,-0.004581
20150414,162.30000,0.001630
20150415,164.13000,0.005148
20150416,163.13000,-0.000778
20150417,160.67000,-0.011311
20150420,166.16000,0.009235
20150421,164.25999,-0.001481
20150422,165.36000,0.005088
20150423,170.24001,0.002358
20150424,169.78000,0.002253
20150427,170.73000,-0.004141
20150428,173.92000,0.002769
20150429,174.39999,-0.003740
20150430,171.28999,-0.010129
20150501,173.67000,0.010923
20150504,173.97000,0.002941
20150505,173.08000,-0.011837
20150506,170.05000,-0.004456
20150507,170.99001,0.003774
20150508,172.67999,0.013458
20150511,171.12000,-0.005090
20150512,170.55000,-0.002950
20150513,172.28000,-0.000305
20150514,174.05000,0.010779
20150515,173.25999,0.000768
20150518,173.06000,0.003048
20150519,173.48000,-0.000643
20150520,173.75999,-0.000931
20150521,173.34000,0.002338
20150522,172.22000,-0.002234
20150526,170.13000,-0.010282
20150527,172.00000,0.009163
20150528,171.71001,-0.001267
20150529,169.64999,-0.006318
20150601,170.17999,0.002059
20150602,169.64999,-0.001009
20150603,169.92000,0.002119
20150604,168.38000,-0.008623
20150605,167.39999,-0.001436
20150608,165.34000,-0.006474
20150609,165.67999,0.000418
20150610,168.92000,0.012042
20150611,168.78000,0.001739
20150612,166.99001,-0.006994
20150615,166.25999,-0.004622
20150616,166.84000,0.005690
20150617,167.17000,0.001980
20150618,168.25000,0.009903
20150619,166.99001,-0.005304
20150622,167.73000,0.006095
20150623,168.62000,0.000636
20150624,166.97000,-0.007353
20150625,166.08000,-0.002974
20150626,165.46001,-0.000390
20150629,162.97000,-0.020866
20150630,162.66000,0.002658
20150701,164.49001,0.006936
20150702,165.09000,-0.000308
20150706,164.73000,-0.003862
20150707,165.00000,0.006081
20150708,163.16000,-0.016653
20150709,163.85001,0.002262
20150710,166.95000,0.012338
20150713,169.38000,0.011066
20150714,168.61000,0.004453
20150715,168.53000,-0.000735
20150716,171.00000,0.008015
20150717,172.50999,0.001106
20150720,173.22000,0.000771
20150721,163.07001,-0.004262
20150722,160.35001,-0.002388
20150723,161.73000,-0.005676
20150724,159.75000,-0.010703
20150727,159.07001,-0.005775
20150728,160.05000,0.012386
20150729,161.09000,0.007319
20150730,160.96001,0.000028
20150731,161.99001,-0.002272
20150803,158.71001,-0.002757
20150804,157.60001,-0.002250
20150805,157.89999,0.003115
20150806,156.32001,-0.007753
20150807,155.12000,-0.002875
20150810,156.75000,0.012808
20150811,155.50999,-0.009557
20150812,156.16000,0.000950
20150813,155.07001,-0.001275
20150814,155.75000,0.003912
20150817,156.31000,0.005211
20150818,156.00999,-0.002626
20150819,153.94000,-0.008255
20150820,152.66000,-0.021100
20150821,148.85001,-0.031851
20150824,143.47000,-0.039414
20150825,140.96001,-0.013522
