SYMBOL|DATE|TIME|n_trades|price|mid_point2|buyer_init
AMZN|20121102|9:44:56|1|235.77|235.7|1
AMZN|20121102|9:44:58|16|235.84533677|235.695|1
AMZN|20121102|9:44:59|4|235.90428571|235.695|1
AMZN|20121102|9:45:04|4|235.91653595|235.78|1
AMZN|20121102|9:45:09|4|235.8975|236.255|-1
AMZN|20121102|9:45:13|1|235.99|235.915|1
AMZN|20121102|9:45:14|3|235.91333333|235.925|-1
AMZN|20121102|9:45:17|1|235.89|235.945|-1
AMZN|20121102|9:45:18|5|235.99142857|236.095|-1
AMZN|20121102|9:45:21|1|235.91|235.99|-1
AMZN|20121102|9:45:28|2|235.97326667|236.185|-1
AMZN|20121102|9:45:31|18|235.90924888|235.99|-1
AMZN|20121102|9:45:32|1|235.94|235.99|-1
AMZN|20121102|9:45:34|1|235.93|235.98|-1
AMZN|20121102|9:45:38|1|236|235.27|1
AMZN|20121102|9:45:39|5|235.86166667|235.915|-1
AMZN|20121102|9:45:47|1|235.86|235.94|-1
AMZN|20121102|9:45:48|2|235.86|235.935|-1
AMZN|20121102|9:45:53|1|235.84|235.92|-1
AMZN|20121102|9:45:55|5|235.84809091|235.79|1
AMZN|20121102|9:45:57|3|235.78|235.735|1
AMZN|20121102|9:46:00|1|235.79|236.04|-1
AMZN|20121102|9:46:01|4|235.903|235.78|1
AMZN|20121102|9:46:05|1|235.894|235.855|1
AMZN|20121102|9:46:09|1|235.81|235.785|1
AMZN|20121102|9:46:13|1|235.87|235.84|1
AMZN|20121102|9:46:14|3|235.80333333|235.665|1
AMZN|20121102|9:46:16|1|235.79|235.89|-1
AMZN|20121102|9:46:17|2|235.82|235.875|-1
AMZN|20121102|9:46:18|4|235.79|235.825|-1
AMZN|20121102|9:46:19|1|235.802|235.825|-1
AMZN|20121102|9:46:22|1|235.8|235.835|-1
AMZN|20121102|9:46:23|5|235.79283333|235.835|-1
AMZN|20121102|9:46:25|3|235.81715|235.84|-1
AMZN|20121102|9:46:26|3|235.83|235.82|1
AMZN|20121102|9:46:28|17|235.87526316|235.82|1
AMZN|20121102|9:46:31|6|235.91738903|235.81|1
AMZN|20121102|9:46:34|1|235.98|236.045|-1
AMZN|20121102|9:46:42|3|235.9015|235.86|1
AMZN|20121102|9:46:45|1|235.9|235.69|1
AMZN|20121102|9:46:51|2|235.94|235.87|1
AMZN|20121102|9:47:00|5|235.91166667|235.98|-1
AMZN|20121102|9:47:01|2|235.894425|235.98|-1
AMZN|20121102|9:47:03|15|236.00753181|235.855|1
AMZN|20121102|9:47:04|1|235.99|235.84|1
AMZN|20121102|9:47:06|4|236.118|235.93|1
AMZN|20121102|9:47:09|5|235.995|236.24|-1
AMZN|20121102|9:47:11|5|236.10333333|236.1|1
AMZN|20121102|9:47:16|1|236.16|236.07|1
AMZN|20121102|9:47:20|1|236.16|238.315|-1
AMZN|20121102|9:47:24|1|236.17|238.315|-1
AMZN|20121102|9:47:30|1|236.16|236.1|1
AMZN|20121102|9:47:31|1|236.0601|236.115|-1
AMZN|20121102|9:47:35|1|236.08|236.11|-1
AMZN|20121102|9:47:36|15|236.17816667|236.11|1
AMZN|20121102|9:47:38|1|236.22|236.11|1
AMZN|20121102|9:47:41|2|236.11333333|236.205|-1
AMZN|20121102|9:47:44|1|236.2|236.3|-1
AMZN|20121102|9:47:45|17|236.15|236.26|-1
AMZN|20121102|9:47:50|1|235.7055|236.16|-1
AMZN|20121102|9:47:51|9|236.09859944|236.16|-1
AMZN|20121102|9:47:56|8|236.145|236.11|1
AMZN|20121102|9:47:59|2|236.1387|236.125|1
AMZN|20121102|9:48:00|1|236.08|236.1|-1
AMZN|20121102|9:48:05|1|236.07|236.105|-1
AMZN|20121102|9:48:08|2|236.06|235.945|1
AMZN|20121102|9:48:09|8|236.03111111|233.85|1
AMZN|20121102|9:48:11|1|235.97|236.11|-1
AMZN|20121102|9:48:12|4|235.96428571|236.11|-1
AMZN|20121102|9:48:13|2|235.91|236.075|-1
AMZN|20121102|9:48:14|4|235.9|235.91|-1
AMZN|20121102|9:48:19|10|235.76187648|235.87|-1
AMZN|20121102|9:48:21|5|235.708|235.88|-1
AMZN|20121102|9:48:24|3|235.66333333|235.875|-1
AMZN|20121102|9:48:25|1|235.6317|235.885|-1
AMZN|20121102|9:48:28|7|235.73705882|235.885|-1
AMZN|20121102|9:48:29|10|235.719675|235.53|1
AMZN|20121102|9:48:33|2|235.7|235.85|-1
AMZN|20121102|9:48:34|2|235.7|235.76|-1
AMZN|20121102|9:48:35|4|235.7|235.76|-1
AMZN|20121102|9:48:39|1|235.65|235.885|-1
AMZN|20121102|9:48:42|4|235.635|235.725|-1
AMZN|20121102|9:48:50|1|235.65|235.85|-1
AMZN|20121102|9:48:52|12|235.54252101|235.745|-1
AMZN|20121102|9:48:53|3|235.50005714|235.66|-1
AMZN|20121102|9:48:54|1|235.5|235.68|-1
AMZN|20121102|9:48:55|5|235.589485|235.695|-1
AMZN|20121102|9:48:56|7|235.49878788|235.68|-1
AMZN|20121102|9:49:01|5|235.52833333|235.99|-1
AMZN|20121102|9:49:02|14|235.60026698|235.655|-1
AMZN|20121102|9:49:03|8|235.75777778|236.255|-1
AMZN|20121102|9:49:04|25|235.80642857|235.66|1
AMZN|20121102|9:49:06|17|235.98088235|235.59|1
AMZN|20121102|9:49:08|2|235.92|235.805|1
AMZN|20121102|9:49:11|33|235.89170732|235.975|-1
AMZN|20121102|9:49:13|1|235.86|235.955|-1
AMZN|20121102|9:49:14|1|235.9999|236.14|-1
AMZN|20121102|9:49:23|2|235.855|236.035|-1
AMZN|20121102|9:49:27|7|235.82222222|235.905|-1
AMZN|20121102|9:49:30|1|235.75|236.035|-1
AMZN|20121102|9:49:31|7|235.84571429|236.035|-1
AMZN|20121102|9:49:32|12|235.74238095|235.755|-1
AMZN|20121102|9:49:34|9|235.72727273|235.82|-1
AMZN|20121102|9:49:36|12|235.71907692|235.795|-1
AMZN|20121102|9:49:40|24|235.66672751|235.64|1
AMZN|20121102|9:49:41|5|235.704|235.74|-1
AMZN|20121102|9:49:42|3|235.71|235.75|-1
AMZN|20121102|9:49:45|2|235.625|235.76|-1
AMZN|20121102|9:49:57|2|235.645|235.72|-1
AMZN|20121102|9:49:58|3|235.69|235.705|-1
AMZN|20121102|9:50:05|25|235.52218692|235.695|-1
AMZN|20121102|9:50:14|1|235.4|233.5|1
AMZN|20121102|9:50:15|3|235.38333333|233.375|1
AMZN|20121102|9:50:16|3|235.39|235.415|-1
AMZN|20121102|9:50:19|1|235.2717|235.385|-1
AMZN|20121102|9:50:21|7|235.28954545|235.52|-1
AMZN|20121102|9:50:22|1|235.314|235.325|-1
AMZN|20121102|9:50:23|1|235.47|235.39|1
AMZN|20121102|9:50:24|2|235.45|235.435|1
AMZN|20121102|9:50:30|2|235.435|235.39|1
AMZN|20121102|9:50:31|6|235.37285714|235.39|-1
AMZN|20121102|9:50:32|2|235.34|235.31|1
AMZN|20121102|9:50:33|3|235.375|235.345|1
AMZN|20121102|9:50:42|4|235.472|235.42|1
AMZN|20121102|9:50:43|10|235.48673684|235.42|1
AMZN|20121102|9:50:44|40|235.37252377|235.42|-1
AMZN|20121102|9:50:45|1|235.39|235.41|-1
AMZN|20121102|9:50:49|3|235.43875|235.525|-1
AMZN|20121102|9:50:50|1|235.47|235.525|-1
AMZN|20121102|9:50:52|1|235.47|235.465|1
AMZN|20121102|9:50:56|4|235.48166667|235.525|-1
AMZN|20121102|9:50:58|2|235.4675|235.455|1
AMZN|20121102|9:50:59|33|235.30328448|235.485|-1
AMZN|20121102|9:51:01|1|235.35|235.46|-1
AMZN|20121102|9:51:05|1|235.264|234.21|1
AMZN|20121102|9:51:08|1|235.27|235.365|-1
AMZN|20121102|9:51:11|6|235.4227231|235.355|1
AMZN|20121102|9:51:12|1|235.3|235.42|-1
AMZN|20121102|9:51:14|33|235.13716495|235.435|-1
AMZN|20121102|9:51:17|4|235.04272251|235.345|-1
AMZN|20121102|9:51:18|1|235.08|235.345|-1
AMZN|20121102|9:51:19|1|235.2099|235.245|-1
AMZN|20121102|9:51:23|1|235.17|235.205|-1
AMZN|20121102|9:51:24|19|235.35909203|235.145|1
AMZN|20121102|9:51:25|1|235.262|235.145|1
AMZN|20121102|9:51:28|2|235.43|235.13|1
AMZN|20121102|9:51:29|12|235.24527778|235.3|-1
AMZN|20121102|9:51:31|8|235.24151515|235.29|-1
AMZN|20121102|9:51:33|1|235.2859|235.535|-1
AMZN|20121102|9:51:34|1|235.33|235.3|1
AMZN|20121102|9:51:35|24|235.12032683|235.425|-1
AMZN|20121102|9:51:36|8|235.18708333|235.425|-1
AMZN|20121102|9:51:40|2|235.2|234.88|1
AMZN|20121102|9:51:43|1|235.24|235.315|-1
AMZN|20121102|9:51:44|6|235.11514286|234.995|1
AMZN|20121102|9:51:45|39|234.97708609|235.135|-1
AMZN|20121102|9:51:46|1|234.88|235.16|-1
AMZN|20121102|9:51:47|2|235.02|235.225|-1
AMZN|20121102|9:51:48|1|234.95|235.225|-1
AMZN|20121102|9:51:50|1|234.99|235.065|-1
AMZN|20121102|9:51:51|30|234.92287497|234.995|-1
AMZN|20121102|9:51:52|5|234.78102124|235.045|-1
AMZN|20121102|9:51:53|2|234.88|235.01|-1
AMZN|20121102|9:51:55|2|234.90445455|234.985|-1
AMZN|20121102|9:51:56|5|234.904|234.89|1
AMZN|20121102|9:51:57|2|234.88495|234.745|1
AMZN|20121102|9:51:59|1|234.888|234.885|1
AMZN|20121102|9:52:00|2|234.895|234.88|1
AMZN|20121102|9:52:02|2|235.01|234.905|1
AMZN|20121102|9:52:03|3|235.04666667|234.82|1
AMZN|20121102|9:52:05|3|235.17666667|235.07|1
AMZN|20121102|9:52:08|2|235.24|235.055|1
AMZN|20121102|9:52:10|2|235.26|235.16|1
AMZN|20121102|9:52:11|2|235.25|235.165|1
AMZN|20121102|9:52:12|2|235.255|235.165|1
AMZN|20121102|9:52:14|1|235.24|235.08|1
AMZN|20121102|9:52:15|14|235.26785714|235.08|1
AMZN|20121102|9:52:16|1|235.27|235.16|1
AMZN|20121102|9:52:17|1|235.4|235.16|1
AMZN|20121102|9:52:19|1|235.4|235.165|1
AMZN|20121102|9:52:22|4|235.43|235.315|1
AMZN|20121102|9:52:23|1|235.48|235.355|1
AMZN|20121102|9:52:24|7|235.46142857|235.63|-1
AMZN|20121102|9:52:25|7|235.45390909|235.34|1
AMZN|20121102|9:52:27|1|235.3|235.48|-1
AMZN|20121102|9:52:29|1|235.436|235.405|1
AMZN|20121102|9:52:32|1|235.262|235.34|-1
AMZN|20121102|9:52:45|1|235.374|235.305|1
AMZN|20121102|9:52:52|3|235.38|235.35|1
AMZN|20121102|9:52:54|2|235.37666667|235.305|1
AMZN|20121102|9:52:58|1|235.39|235.305|1
AMZN|20121102|9:53:02|1|235.39|235.33|1
AMZN|20121102|9:53:04|1|235.4|235.345|1
AMZN|20121102|9:53:06|1|235.29|235.37|-1
AMZN|20121102|9:53:08|9|235.30222222|235.335|-1
AMZN|20121102|9:53:09|1|235.25|235.545|-1
AMZN|20121102|9:53:22|3|235.22|235.285|-1
AMZN|20121102|9:53:28|1|235.16|235.36|-1
AMZN|20121102|9:53:34|3|235.15|235.175|-1
AMZN|20121102|9:53:38|1|235.06|235.18|-1
AMZN|20121102|9:53:42|2|235.08|235.12|-1
AMZN|20121102|9:53:44|9|235.16090909|235.115|1
AMZN|20121102|9:53:47|1|235.35|235.085|1
AMZN|20121102|9:53:54|1|235.19|235.155|1
AMZN|20121102|9:53:56|1|235.19|235.13|1
AMZN|20121102|9:53:59|2|235.06|235.13|-1
AMZN|20121102|9:54:00|1|235.19|235.13|1
AMZN|20121102|9:54:02|1|235.1202|235.125|-1
AMZN|20121102|9:54:04|1|235.1|235.115|-1
AMZN|20121102|9:54:05|1|235.1|235.12|-1
AMZN|20121102|9:54:06|2|235.145|235.12|1
AMZN|20121102|9:54:08|2|235.195|235.14|1
AMZN|20121102|9:54:09|2|235.18|235.015|1
AMZN|20121102|9:54:13|1|235.042|235.12|-1
AMZN|20121102|9:54:14|1|235.35|235.14|1
AMZN|20121102|9:54:15|1|235.16|235.11|1
AMZN|20121102|9:54:17|9|235.06244444|235.12|-1
AMZN|20121102|9:54:23|9|235.17111111|234.995|1
AMZN|20121102|9:54:30|3|235.17|235.145|1
AMZN|20121102|9:54:33|1|235.19|235.15|1
AMZN|20121102|9:54:38|1|235.0908|235.125|-1
AMZN|20121102|9:54:39|1|235.07|235.16|-1
AMZN|20121102|9:54:42|1|235.0701|235.135|-1
AMZN|20121102|9:54:44|6|235.20626566|235.16|1
AMZN|20121102|9:54:45|2|235.22|235.13|1
AMZN|20121102|9:54:46|34|235.05327586|235.13|-1
AMZN|20121102|9:54:47|1|235.2|235.13|1
AMZN|20121102|9:54:48|16|235.04110219|235.15|-1
AMZN|20121102|9:54:49|1|235.12|235.205|-1
AMZN|20121102|9:54:50|1|235.16|235.165|-1
AMZN|20121102|9:54:57|2|235.178|235.08|1
AMZN|20121102|9:54:59|1|235.18|235.11|1
AMZN|20121102|9:55:00|1|235.198|235.11|1
AMZN|20121102|9:55:02|2|235.2|235.105|1
AMZN|20121102|9:55:03|2|235.2074359|235.175|1
AMZN|20121102|9:55:04|3|235.20095849|235.105|1
AMZN|20121102|9:55:07|1|235.35|235.125|1
AMZN|20121102|9:55:13|2|235.39292517|235.14|1
AMZN|20121102|9:55:14|1|235.1965|235.14|1
AMZN|20121102|9:55:15|2|235.335|235.14|1
AMZN|20121102|9:55:18|1|235.4|235.25|1
AMZN|20121102|9:55:20|6|235.4|235.39|1
AMZN|20121102|9:55:22|2|235.3796|235.335|1
AMZN|20121102|9:55:23|4|235.455|235.355|1
AMZN|20121102|9:55:24|1|235.48|235.34|1
AMZN|20121102|9:55:25|8|235.4675|235.335|1
AMZN|20121102|9:55:26|8|235.48833333|235.405|1
AMZN|20121102|9:55:27|7|235.50859155|235.405|1
AMZN|20121102|9:55:29|5|235.56414141|235.51|1
AMZN|20121102|9:55:30|24|235.65163067|235.615|1
AMZN|20121102|9:55:31|10|235.4925|240.55|-1
AMZN|20121102|9:55:38|1|235.548|235.51|1
AMZN|20121102|9:55:48|7|235.5|235.495|1
AMZN|20121102|9:55:51|3|235.43|235.495|-1
AMZN|20121102|9:55:54|3|235.42285714|235.38|1
AMZN|20121102|9:55:58|2|235.495|235.42|1
AMZN|20121102|9:55:59|3|235.55663333|235.58|-1
AMZN|20121102|9:56:01|2|235.42869895|235.41|1
AMZN|20121102|9:56:05|3|235.48470025|235.47|1
AMZN|20121102|9:56:06|2|235.5|235.48|1
AMZN|20121102|9:56:07|3|235.50666667|235.495|1
AMZN|20121102|9:56:09|1|235.47|235.495|-1
AMZN|20121102|9:56:10|3|235.47|235.475|-1
AMZN|20121102|9:56:12|2|235.49395349|235.505|-1
AMZN|20121102|9:56:19|3|235.49|235.45|1
AMZN|20121102|9:56:22|3|235.53|235.455|1
AMZN|20121102|9:56:23|1|235.54|235.495|1
AMZN|20121102|9:56:27|1|235.49|235.615|-1
AMZN|20121102|9:56:28|6|235.59131062|235.575|1
AMZN|20121102|9:56:36|2|235.475|235.55|-1
AMZN|20121102|9:56:37|1|235.47|235.535|-1
AMZN|20121102|9:56:46|3|235.44303008|235.535|-1
AMZN|20121102|9:56:47|4|235.47375|235.395|1
AMZN|20121102|9:56:48|2|235.475|235.495|-1
AMZN|20121102|9:56:53|7|235.43|235.485|-1
AMZN|20121102|9:56:59|4|235.535|235.5|1
AMZN|20121102|9:57:08|2|235.44|235.48|-1
AMZN|20121102|9:57:09|1|235.44|235.49|-1
AMZN|20121102|9:57:11|3|235.42666667|235.495|-1
AMZN|20121102|9:57:12|39|235.44043172|235.505|-1
AMZN|20121102|9:57:17|47|235.39266667|235.405|-1
AMZN|20121102|9:57:19|1|235.5|235.475|1
AMZN|20121102|9:57:27|15|235.42666667|235.385|1
AMZN|20121102|9:57:28|13|235.45176923|235.6|-1
AMZN|20121102|9:57:29|14|235.50533333|235.6|-1
AMZN|20121102|9:57:30|1|235.495|235.61|-1
AMZN|20121102|9:57:31|1|235.4294|235.425|1
AMZN|20121102|9:57:36|1|235.5|235.48|1
AMZN|20121102|9:58:02|1|235.45|235.47|-1
AMZN|20121102|9:58:15|2|235.565|235.485|1
AMZN|20121102|9:58:21|2|235.5|235.455|1
AMZN|20121102|9:58:25|2|235.485|235.485|-1
AMZN|20121102|9:58:28|5|235.515|235.49|1
AMZN|20121102|9:58:49|3|235.5275|235.52|1
AMZN|20121102|9:58:50|1|235.5751|235.52|1
AMZN|20121102|9:58:51|2|235.54|235.545|-1
AMZN|20121102|9:58:53|1|235.58|235.545|1
AMZN|20121102|9:58:56|1|235.58|235.545|1
AMZN|20121102|9:58:57|7|235.58972854|235.545|1
AMZN|20121102|9:58:59|4|235.63253709|235.565|1
AMZN|20121102|9:59:00|1|235.6|235.565|1
AMZN|20121102|9:59:02|1|235.76|235.64|1
AMZN|20121102|9:59:08|1|235.77|235.785|-1
AMZN|20121102|9:59:11|2|235.77|235.805|-1
AMZN|20121102|9:59:14|1|235.6757|235.755|-1
AMZN|20121102|9:59:15|2|235.73|235.755|-1
AMZN|20121102|9:59:16|1|235.74|235.855|-1
AMZN|20121102|9:59:21|1|235.76|235.965|-1
AMZN|20121102|9:59:22|3|235.75|235.795|-1
AMZN|20121102|9:59:23|2|235.705|235.805|-1
AMZN|20121102|9:59:24|2|235.69|235.715|-1
AMZN|20121102|9:59:25|1|235.71|238.63|-1
AMZN|20121102|9:59:27|1|235.69|234.25|1
AMZN|20121102|9:59:30|1|235.7818|235.755|1
AMZN|20121102|9:59:40|2|235.705|234.25|1
AMZN|20121102|9:59:47|3|235.69|235.61|1
AMZN|20121102|9:59:52|1|235.7783|235.725|1
AMZN|20121102|9:59:59|1|235.78|235.7|1
AMZN|20121102|10:00:01|4|235.68|234.25|1
AMZN|20121102|10:00:02|2|235.67|234.25|1
AMZN|20121102|10:00:08|9|235.80333333|235.545|1
AMZN|20121102|10:00:09|1|235.83|235.545|1
AMZN|20121102|10:00:11|1|235.829|235.69|1
AMZN|20121102|10:00:12|3|235.83666667|235.69|1
AMZN|20121102|10:00:13|1|235.9|240.66|-1
AMZN|20121102|10:00:19|3|235.90333333|238.63|-1
AMZN|20121102|10:00:25|2|235.9|235.89|1
AMZN|20121102|10:00:33|7|235.90151515|235.975|-1
AMZN|20121102|10:00:34|1|235.9|236.175|-1
AMZN|20121102|10:00:42|4|235.90237302|231.41|1
AMZN|20121102|10:00:44|1|235.97|231.41|1
AMZN|20121102|10:00:51|2|235.96|236.075|-1
AMZN|20121102|10:00:52|11|235.976|235.99|-1
AMZN|20121102|10:00:53|1|236.01|235.915|1
AMZN|20121102|10:00:54|1|236.03|235.92|1
AMZN|20121102|10:00:55|2|236.049|235.935|1
AMZN|20121102|10:00:56|1|236.05|235.985|1
AMZN|20121102|10:00:57|2|236.036|235.965|1
AMZN|20121102|10:00:58|7|236.07928571|236.14|-1
AMZN|20121102|10:00:59|4|236.10361702|235.99|1
AMZN|20121102|10:01:01|1|236.129|236.13|-1
AMZN|20121102|10:01:05|8|236.10975|236.165|-1
AMZN|20121102|10:01:06|2|236.065|236.08|-1
AMZN|20121102|10:01:07|1|236.118|236.07|1
AMZN|20121102|10:01:08|1|236.12|236.085|1
AMZN|20121102|10:01:10|3|236.08333333|236.11|-1
AMZN|20121102|10:01:14|5|236.058|236.185|-1
AMZN|20121102|10:01:15|5|236.022|236.09|-1
AMZN|20121102|10:01:16|3|235.99333333|236.09|-1
AMZN|20121102|10:01:31|1|235.9301|234.73|1
AMZN|20121102|10:01:32|1|235.97|236.015|-1
AMZN|20121102|10:01:33|1|236.0669|236.02|1
AMZN|20121102|10:01:40|4|236|236.145|-1
AMZN|20121102|10:01:41|1|236.03|236.02|1
AMZN|20121102|10:01:42|1|236.108|236.055|1
AMZN|20121102|10:01:55|1|235.945|236.145|-1
AMZN|20121102|10:01:59|3|236.0071|236.07|-1
AMZN|20121102|10:02:00|17|235.93011176|236.07|-1
AMZN|20121102|10:02:02|3|235.88|236.145|-1
AMZN|20121102|10:02:03|1|235.88|236.075|-1
AMZN|20121102|10:02:04|2|235.895|236.08|-1
AMZN|20121102|10:02:05|1|235.88|236.04|-1
AMZN|20121102|10:02:06|1|235.83|235.82|1
AMZN|20121102|10:02:07|7|235.82055556|235.915|-1
AMZN|20121102|10:02:08|1|235.7843|235.875|-1
AMZN|20121102|10:02:33|1|235.8|236.115|-1
AMZN|20121102|10:02:40|3|235.79|235.8|-1
AMZN|20121102|10:02:45|3|235.8|236.11|-1
AMZN|20121102|10:02:46|1|235.74|235.85|-1
AMZN|20121102|10:02:47|1|235.84|235.85|-1
AMZN|20121102|10:02:49|8|235.67753006|235.815|-1
AMZN|20121102|10:02:54|1|235.67|235.845|-1
AMZN|20121102|10:02:56|4|235.5775|235.68|-1
AMZN|20121102|10:02:57|1|235.53|235.53|-1
AMZN|20121102|10:02:58|3|235.51|235.63|-1
AMZN|20121102|10:03:02|1|235.41|235.47|-1
AMZN|20121102|10:03:07|3|235.5|235.3|1
AMZN|20121102|10:03:09|4|235.493|235.425|1
AMZN|20121102|10:03:10|4|235.41|235.405|1
AMZN|20121102|10:03:11|1|235.5|235.465|1
AMZN|20121102|10:03:13|5|235.51|235.415|1
AMZN|20121102|10:03:23|1|235.41|235.505|-1
AMZN|20121102|10:03:24|5|235.49571429|235.525|-1
AMZN|20121102|10:03:28|18|235.54866667|235.505|1
AMZN|20121102|10:03:37|2|235.61677966|235.575|1
AMZN|20121102|10:03:49|1|235.599|235.645|-1
AMZN|20121102|10:03:54|1|235.69|235.64|1
AMZN|20121102|10:04:05|2|235.65614717|235.68|-1
AMZN|20121102|10:04:21|1|235.75|235.68|1
AMZN|20121102|10:04:28|2|235.68294498|235.645|1
AMZN|20121102|10:04:29|1|235.67|235.7|-1
AMZN|20121102|10:04:35|4|235.74178891|235.82|-1
AMZN|20121102|10:04:36|1|235.755|235.82|-1
AMZN|20121102|10:04:41|1|235.63|235.685|-1
AMZN|20121102|10:04:47|1|235.74|235.68|1
AMZN|20121102|10:04:52|1|235.6217|235.705|-1
AMZN|20121102|10:04:55|9|235.63|235.87|-1
AMZN|20121102|10:04:56|3|235.62|235.87|-1
AMZN|20121102|10:05:00|21|235.60969231|235.675|-1
AMZN|20121102|10:05:02|1|235.64|235.865|-1
AMZN|20121102|10:05:03|5|235.664|235.655|1
AMZN|20121102|10:05:14|4|235.66428571|235.625|1
AMZN|20121102|10:05:15|2|235.715|235.665|1
AMZN|20121102|10:05:17|13|235.77295162|235.58|1
AMZN|20121102|10:05:24|3|235.76333333|235.83|-1
AMZN|20121102|10:05:26|11|235.7025|235.76|-1
AMZN|20121102|10:05:27|4|235.72|235.76|-1
AMZN|20121102|10:05:28|1|235.735|235.82|-1
AMZN|20121102|10:05:30|3|235.65925|235.905|-1
AMZN|20121102|10:05:31|3|235.75|235.73|1
AMZN|20121102|10:05:41|2|235.67435|235.735|-1
AMZN|20121102|10:05:54|4|235.8425|235.83|1
AMZN|20121102|10:06:07|1|235.835|235.825|1
AMZN|20121102|10:06:08|18|235.76839921|235.91|-1
AMZN|20121102|10:06:11|2|235.715|235.82|-1
AMZN|20121102|10:06:13|1|235.64|235.91|-1
AMZN|20121102|10:06:14|4|235.64|235.8|-1
AMZN|20121102|10:06:30|4|235.65|235.725|-1
AMZN|20121102|10:06:31|6|235.62|235.715|-1
AMZN|20121102|10:06:32|1|235.66|235.71|-1
AMZN|20121102|10:06:34|1|235.5601|235.71|-1
AMZN|20121102|10:06:37|1|235.7|235.775|-1
AMZN|20121102|10:06:44|1|235.66|235.6|1
AMZN|20121102|10:06:45|6|235.52|235.6|-1
AMZN|20121102|10:06:48|1|235.6299|234.325|1
AMZN|20121102|10:06:50|3|235.51333333|235.575|-1
AMZN|20121102|10:06:56|7|235.42571429|235.51|-1
AMZN|20121102|10:06:57|7|235.4975|235.505|-1
AMZN|20121102|10:06:59|6|235.47666667|235.5|-1
AMZN|20121102|10:07:00|1|235.42|235.445|-1
AMZN|20121102|10:07:06|1|235.43|235.615|-1
AMZN|20121102|10:07:07|3|235.47666667|235.5|-1
AMZN|20121102|10:07:08|6|235.46833333|235.62|-1
AMZN|20121102|10:07:09|7|235.47|238.215|-1
AMZN|20121102|10:07:10|1|235.46|235.62|-1
AMZN|20121102|10:07:11|3|235.47670945|235.47|1
AMZN|20121102|10:07:14|5|235.45666667|235.48|-1
AMZN|20121102|10:07:15|1|235.48|235.615|-1
AMZN|20121102|10:07:17|1|235.46|235.485|-1
AMZN|20121102|10:07:20|1|235.46|235.34|1
AMZN|20121102|10:07:23|6|235.44|235.48|-1
AMZN|20121102|10:07:24|30|235.47033929|235.48|-1
AMZN|20121102|10:07:28|16|235.52947368|235.46|1
AMZN|20121102|10:07:29|1|235.5|235.45|1
AMZN|20121102|10:07:31|2|235.5|238.215|-1
AMZN|20121102|10:07:35|2|235.585|236.23|-1
AMZN|20121102|10:07:37|1|235.533|235.625|-1
AMZN|20121102|10:07:38|1|235.63|235.63|1
AMZN|20121102|10:07:43|1|235.66|235.595|1
AMZN|20121102|10:07:45|1|235.668|235.595|1
AMZN|20121102|10:07:47|5|235.666|235.715|-1
AMZN|20121102|10:07:51|1|235.73|235.59|1
AMZN|20121102|10:07:57|15|235.64205382|235.73|-1
AMZN|20121102|10:08:07|1|235.58|235.64|-1
AMZN|20121102|10:08:18|3|235.68|235.63|1
AMZN|20121102|10:08:35|1|235.58|235.63|-1
AMZN|20121102|10:08:36|3|235.57666667|235.725|-1
AMZN|20121102|10:08:40|2|235.595|235.64|-1
AMZN|20121102|10:08:41|1|235.61|235.575|1
AMZN|20121102|10:08:42|3|235.64333333|235.6|1
AMZN|20121102|10:08:48|1|235.59|235.675|-1
AMZN|20121102|10:08:50|1|235.73|235.675|1
AMZN|20121102|10:09:12|1|235.73|235.675|1
AMZN|20121102|10:09:18|1|235.62|235.675|-1
AMZN|20121102|10:09:19|1|235.69|235.675|1
AMZN|20121102|10:09:21|11|235.60076511|235.755|-1
AMZN|20121102|10:09:29|8|235.49714286|235.6|-1
AMZN|20121102|10:09:35|2|235.56|235.58|-1
AMZN|20121102|10:09:39|1|235.61|235.555|1
AMZN|20121102|10:09:50|2|235.535|235.57|-1
AMZN|20121102|10:10:00|1|235.51|235.705|-1
AMZN|20121102|10:10:10|5|235.604|235.555|1
AMZN|20121102|10:10:12|4|235.66|235.715|-1
AMZN|20121102|10:10:14|1|235.7|235.555|1
AMZN|20121102|10:10:24|1|235.684|235.68|1
AMZN|20121102|10:10:25|5|235.666|235.66|1
AMZN|20121102|10:10:31|14|235.61|235.815|-1
AMZN|20121102|10:10:32|11|235.61545455|235.74|-1
AMZN|20121102|10:10:36|1|235.6101|235.495|1
AMZN|20121102|10:10:39|1|235.72|235.64|1
AMZN|20121102|10:10:40|3|235.61666667|235.675|-1
AMZN|20121102|10:10:46|1|235.62|235.65|-1
AMZN|20121102|10:10:47|2|235.61|235.725|-1
AMZN|20121102|10:10:49|5|235.60490798|235.645|-1
AMZN|20121102|10:10:54|6|235.58333333|236.255|-1
AMZN|20121102|10:11:01|5|235.589|235.645|-1
AMZN|20121102|10:11:02|1|235.56|235.49|1
AMZN|20121102|10:11:03|1|235.57|235.485|1
AMZN|20121102|10:11:13|1|235.6|235.425|1
AMZN|20121102|10:11:20|2|235.52|235.565|-1
AMZN|20121102|10:11:23|6|235.61166667|235.565|1
AMZN|20121102|10:11:29|3|235.73666667|235.675|1
AMZN|20121102|10:11:37|10|235.625|235.68|-1
AMZN|20121102|10:11:45|1|235.69|235.635|1
AMZN|20121102|10:11:47|4|235.7125|235.52|1
