PERMNO,date,PERMCO,CFACPR
26463,19980317,1191,2.25
26463,19980318,1191,2.25
26463,19980319,1191,2.25
26463,19980320,1191,2.25
26463,19980323,1191,2.25
26463,19980324,1191,2.25
26463,19980325,1191,2.25
26463,19980326,1191,2.25
26463,19980327,1191,2.25
26463,19980330,1191,2.25
26463,19980331,1191,2.25
26463,19980401,1191,2.25
26463,19980402,1191,2.25
26463,19980403,1191,2.25
26463,19980406,1191,2.25
26463,19980407,1191,2.25
26463,19980408,1191,2.25
26463,19980409,1191,2.25
26463,19980413,1191,2.25
26463,19980414,1191,2.25
26463,19980415,1191,2.25
26463,19980416,1191,2.25
26463,19980417,1191,2.25
26463,19980420,1191,2.25
26463,19980421,1191,2.25
26463,19980422,1191,2.25
26463,19980423,1191,2.25
26463,19980424,1191,2.25
26463,19980427,1191,2.25
26463,19980428,1191,2.25
26463,19980429,1191,2.25
26463,19980430,1191,2.25
26463,19980501,1191,2.25
26463,19980504,1191,2.25
26463,19980505,1191,2.25
26463,19980506,1191,2.25
26463,19980507,1191,2.25
26463,19980508,1191,2.25
26463,19980511,1191,2.25
26463,19980512,1191,2.25
26463,19980513,1191,2.25
26463,19980514,1191,2.25
26463,19980515,1191,2.25
26463,19980518,1191,2.25
26463,19980519,1191,2.25
26463,19980520,1191,2.25
26463,19980521,1191,2.25
26463,19980522,1191,2.25
26463,19980526,1191,2.25
26463,19980527,1191,2.25
26463,19980528,1191,2.25
26463,19980529,1191,2.25
26463,19980601,1191,2.25
26463,19980602,1191,2.25
26463,19980603,1191,2.25
26463,19980604,1191,2.25
26463,19980605,1191,2.25
26463,19980608,1191,2.25
26463,19980609,1191,2.25
26463,19980610,1191,2.25
26463,19980611,1191,2.25
26463,19980612,1191,2.25
26463,19980615,1191,2.25
26463,19980616,1191,2.25
26463,19980617,1191,2.25
26463,19980618,1191,2.25
26463,19980619,1191,2.25
26463,19980622,1191,2.25
26463,19980623,1191,2.25
26463,19980624,1191,2.25
26463,19980625,1191,2.25
26463,19980626,1191,2.25
26463,19980629,1191,2.25
26463,19980630,1191,2.25
26463,19980701,1191,2.25
26463,19980702,1191,2.25
26463,19980706,1191,2.25
26463,19980707,1191,2.25
26463,19980708,1191,2.25
26463,19980709,1191,2.25
26463,19980710,1191,2.25
26463,19980713,1191,2.25
26463,19980714,1191,2.25
26463,19980715,1191,2.25
26463,19980716,1191,2.25
26463,19980717,1191,2.25
26463,19980720,1191,2.25
26463,19980721,1191,2.25
26463,19980722,1191,2.25
26463,19980723,1191,2.25
26463,19980724,1191,2.25
26463,19980727,1191,2.25
26463,19980728,1191,2.25
26463,19980729,1191,2.25
26463,19980730,1191,2.25
26463,19980731,1191,2.25
26463,19980803,1191,2.25
26463,19980804,1191,2.25
26463,19980805,1191,2.25
26463,19980806,1191,2.25
26463,19980807,1191,2.25
26463,19980810,1191,2.25
26463,19980811,1191,2.25
26463,19980812,1191,2.25
26463,19980813,1191,2.25
26463,19980814,1191,2.25
26463,19980817,1191,2.25
26463,19980818,1191,2.25
26463,19980819,1191,2.25
26463,19980820,1191,2.25
26463,19980821,1191,2.25
26463,19980824,1191,2.25
26463,19980825,1191,2.25
26463,19980826,1191,2.25
26463,19980827,1191,2.25
26463,19980828,1191,2.25
26463,19980831,1191,2.25
26463,19980901,1191,2.25
26463,19980902,1191,2.25
26463,19980903,1191,2.25
26463,19980904,1191,2.25
26463,19980908,1191,2.25
26463,19980909,1191,2.25
26463,19980910,1191,2.25
26463,19980911,1191,2.25
26463,19980914,1191,2.25
26463,19980915,1191,2.25
26463,19980916,1191,1.5
26463,19980917,1191,1.5
26463,19980918,1191,1.5
26463,19980921,1191,1.5
26463,19980922,1191,1.5
26463,19980923,1191,1.5
26463,19980924,1191,1.5
26463,19980925,1191,1.5
26463,19980928,1191,1.5
26463,19980929,1191,1.5
26463,19980930,1191,1.5
26463,19981001,1191,1.5
26463,19981002,1191,1.5
26463,19981005,1191,1.5
26463,19981006,1191,1.5
26463,19981007,1191,1.5
26463,19981008,1191,1.5
26463,19981009,1191,1.5
26463,19981012,1191,1.5
26463,19981013,1191,1.5
26463,19981014,1191,1.5
26463,19981015,1191,1.5
26463,19981016,1191,1.5
26463,19981019,1191,1.5
26463,19981020,1191,1.5
26463,19981021,1191,1.5
26463,19981022,1191,1.5
26463,19981023,1191,1.5
26463,19981026,1191,1.5
26463,19981027,1191,1.5
26463,19981028,1191,1.5
26463,19981029,1191,1.5
26463,19981030,1191,1.5
26463,19981102,1191,1.5
26463,19981103,1191,1.5
26463,19981104,1191,1.5
26463,19981105,1191,1.5
26463,19981106,1191,1.5
26463,19981109,1191,1.5
26463,19981110,1191,1.5
26463,19981111,1191,1.5
26463,19981112,1191,1.5
26463,19981113,1191,1.5
26463,19981116,1191,1.5
26463,19981117,1191,1.5
26463,19981118,1191,1.5
26463,19981119,1191,1.5
26463,19981120,1191,1.5
26463,19981123,1191,1.5
26463,19981124,1191,1.5
26463,19981125,1191,1.5
26463,19981127,1191,1.5
26463,19981130,1191,1.5
26463,19981201,1191,1.5
26463,19981202,1191,1.5
26463,19981203,1191,1.5
26463,19981204,1191,1.5
26463,19981207,1191,1.5
26463,19981208,1191,1.5
26463,19981209,1191,1.5
26463,19981210,1191,1.5
26463,19981211,1191,1.5
26463,19981214,1191,1.5
26463,19981215,1191,1.5
26463,19981216,1191,1.5
26463,19981217,1191,1.5
26463,19981218,1191,1.5
26463,19981221,1191,1.5
26463,19981222,1191,1.5
26463,19981223,1191,1.5
26463,19981224,1191,1.5
26463,19981228,1191,1.5
26463,19981229,1191,1.5
26463,19981230,1191,1.5
26463,19981231,1191,1.5
26463,19990104,1191,1.5
26463,19990105,1191,1.5
26463,19990106,1191,1.5
26463,19990107,1191,1.5
26463,19990108,1191,1.5
26463,19990111,1191,1.5
26463,19990112,1191,1.5
26463,19990113,1191,1.5
26463,19990114,1191,1.5
26463,19990115,1191,1.5
26463,19990119,1191,1.5
26463,19990120,1191,1.5
26463,19990121,1191,1.5
26463,19990122,1191,1.5
26463,19990125,1191,1.5
26463,19990126,1191,1.5
26463,19990127,1191,1.5
26463,19990128,1191,1.5
26463,19990129,1191,1.5
26463,19990201,1191,1.5
26463,19990202,1191,1.5
26463,19990203,1191,1.5
26463,19990204,1191,1.5
26463,19990205,1191,1.5
26463,19990208,1191,1.5
26463,19990209,1191,1.5
26463,19990210,1191,1.5
26463,19990211,1191,1.5
26463,19990212,1191,1.5
26463,19990216,1191,1.5
26463,19990217,1191,1.5
26463,19990218,1191,1.5
26463,19990219,1191,1.5
26463,19990222,1191,1.5
26463,19990223,1191,1.5
26463,19990224,1191,1.5
26463,19990225,1191,1.5
26463,19990226,1191,1.5
26463,19990301,1191,1.5
26463,19990302,1191,1.5
26463,19990303,1191,1.5
26463,19990304,1191,1.5
26463,19990305,1191,1.5
26463,19990308,1191,1.5
26463,19990309,1191,1.5
26463,19990310,1191,1.5
26463,19990311,1191,1.5
26463,19990312,1191,1.5
26463,19990315,1191,1.5
26463,19990316,1191,1.5
26463,19990317,1191,1.5
26463,19990318,1191,1.5
26463,19990319,1191,1.5
26463,19990322,1191,1.5
26463,19990323,1191,1.5
26463,19990324,1191,1.5
26463,19990325,1191,1.5
26463,19990326,1191,1.5
26463,19990329,1191,1.5
26463,19990330,1191,1.5
26463,19990331,1191,1.5
26463,19990401,1191,1.5
26463,19990405,1191,1.5
26463,19990406,1191,1.5
26463,19990407,1191,1.5
26463,19990408,1191,1.5
26463,19990409,1191,1.5
26463,19990412,1191,1.5
26463,19990413,1191,1.5
26463,19990414,1191,1.5
26463,19990415,1191,1.5
26463,19990416,1191,1.5
26463,19990419,1191,1.5
26463,19990420,1191,1.5
26463,19990421,1191,1.5
26463,19990422,1191,1.5
26463,19990423,1191,1.5
26463,19990426,1191,1.5
26463,19990427,1191,1.5
26463,19990428,1191,1.5
26463,19990429,1191,1.5
26463,19990430,1191,1.5
26463,19990503,1191,1.5
26463,19990504,1191,1.5
26463,19990505,1191,1.5
26463,19990506,1191,1.5
26463,19990507,1191,1.5
26463,19990510,1191,1.5
26463,19990511,1191,1.5
26463,19990512,1191,1.5
26463,19990513,1191,1.5
26463,19990514,1191,1.5
26463,19990517,1191,1.5
26463,19990518,1191,1.5
26463,19990519,1191,1.5
26463,19990520,1191,1.5
26463,19990521,1191,1.5
26463,19990524,1191,1.5
26463,19990525,1191,1.5
26463,19990526,1191,1.5
26463,19990527,1191,1.5
26463,19990528,1191,1.5
26463,19990601,1191,1.5
26463,19990602,1191,1.5
26463,19990603,1191,1.5
26463,19990604,1191,1.5
26463,19990607,1191,1.5
26463,19990608,1191,1.5
26463,19990609,1191,1.5
26463,19990610,1191,1.5
26463,19990611,1191,1.5
26463,19990614,1191,1.5
26463,19990615,1191,1.5
26463,19990616,1191,1.5
26463,19990617,1191,1.5
26463,19990618,1191,1.5
26463,19990621,1191,1.5
26463,19990622,1191,1.5
26463,19990623,1191,1.5
26463,19990624,1191,1.5
26463,19990625,1191,1.5
26463,19990628,1191,1.5
26463,19990629,1191,1.5
26463,19990630,1191,1.5
26463,19990701,1191,1.5
26463,19990702,1191,1.5
26463,19990706,1191,1.5
26463,19990707,1191,1.5
26463,19990708,1191,1.5
26463,19990709,1191,1.5
26463,19990712,1191,1.5
26463,19990713,1191,1.5
26463,19990714,1191,1.5
26463,19990715,1191,1.5
26463,19990716,1191,1.5
26463,19990719,1191,1.5
26463,19990720,1191,1.5
26463,19990721,1191,1.5
26463,19990722,1191,1.5
26463,19990723,1191,1.5
26463,19990726,1191,1.5
26463,19990727,1191,1.5
26463,19990728,1191,1.5
26463,19990729,1191,1.5
26463,19990730,1191,1.5
26463,19990802,1191,1.5
26463,19990803,1191,1.5
26463,19990804,1191,1.5
26463,19990805,1191,1.5
26463,19990806,1191,1.5
26463,19990809,1191,1.5
26463,19990810,1191,1.5
26463,19990811,1191,1.5
26463,19990812,1191,1.5
26463,19990813,1191,1.5
26463,19990816,1191,1.5
26463,19990817,1191,1.5
26463,19990818,1191,1.5
26463,19990819,1191,1.5
26463,19990820,1191,1.5
26463,19990823,1191,1.5
26463,19990824,1191,1.5
26463,19990825,1191,1.5
26463,19990826,1191,1.5
26463,19990827,1191,1.5
26463,19990830,1191,1.5
26463,19990831,1191,1.5
26463,19990901,1191,1.5
26463,19990902,1191,1.5
26463,19990903,1191,1.5
26463,19990907,1191,1.5
26463,19990908,1191,1.5
26463,19990909,1191,1.5
26463,19990910,1191,1.5
26463,19990913,1191,1.5
26463,19990914,1191,1.5
26463,19990915,1191,1.5
26463,19990916,1191,1.5
26463,19990917,1191,1.5
26463,19990920,1191,1.5
26463,19990921,1191,1.5
26463,19990922,1191,1.5
26463,19990923,1191,1.5
26463,19990924,1191,1.5
26463,19990927,1191,1.5
26463,19990928,1191,1.5
26463,19990929,1191,1.5
26463,19990930,1191,1.5
26463,19991001,1191,1.5
26463,19991004,1191,1.5
26463,19991005,1191,1.5
26463,19991006,1191,1.5
26463,19991007,1191,1.5
26463,19991008,1191,1.5
26463,19991011,1191,1.5
26463,19991012,1191,1.5
26463,19991013,1191,1.5
26463,19991014,1191,1.5
26463,19991015,1191,1.5
26463,19991018,1191,1.5
26463,19991019,1191,1.5
26463,19991020,1191,1.5
26463,19991021,1191,1.5
26463,19991022,1191,1.5
26463,19991025,1191,1.5
26463,19991026,1191,1.5
26463,19991027,1191,1.5
26463,19991028,1191,1.5
26463,19991029,1191,1.5
26463,19991101,1191,1.5
26463,19991102,1191,1.5
26463,19991103,1191,1.5
26463,19991104,1191,1.5
26463,19991105,1191,1.5
26463,19991108,1191,1.5
26463,19991109,1191,1.5
26463,19991110,1191,1.5
26463,19991111,1191,1.5
26463,19991112,1191,1.5
26463,19991115,1191,1.5
26463,19991116,1191,1.5
26463,19991117,1191,1.5
26463,19991118,1191,1.5
26463,19991119,1191,1.5
26463,19991122,1191,1.5
26463,19991123,1191,1.5
26463,19991124,1191,1.5
26463,19991126,1191,1.5
26463,19991129,1191,1.5
26463,19991130,1191,1.5
26463,19991201,1191,1.5
26463,19991202,1191,1.5
26463,19991203,1191,1.5
26463,19991206,1191,1.5
26463,19991207,1191,1.5
26463,19991208,1191,1.5
26463,19991209,1191,1.5
26463,19991210,1191,1.5
26463,19991213,1191,1.5
26463,19991214,1191,1.5
26463,19991215,1191,1.5
26463,19991216,1191,1.5
26463,19991217,1191,1.5
26463,19991220,1191,1.5
26463,19991221,1191,1.5
26463,19991222,1191,1.5
26463,19991223,1191,1.5
26463,19991227,1191,1.5
26463,19991228,1191,1.5
26463,19991229,1191,1.5
26463,19991230,1191,1.5
26463,19991231,1191,1.5
26463,20000103,1191,1.5
26463,20000104,1191,1.5
26463,20000105,1191,1.5
26463,20000106,1191,1.5
26463,20000107,1191,1.5
26463,20000110,1191,1.5
26463,20000111,1191,1.5
26463,20000112,1191,1.5
26463,20000113,1191,1.5
26463,20000114,1191,1.5
26463,20000118,1191,1.5
26463,20000119,1191,1.5
26463,20000120,1191,1.5
26463,20000121,1191,1.5
26463,20000124,1191,1.5
26463,20000125,1191,1.5
26463,20000126,1191,1.5
26463,20000127,1191,1.5
26463,20000128,1191,1.5
26463,20000131,1191,1.5
26463,20000201,1191,1.5
26463,20000202,1191,1.5
26463,20000203,1191,1.5
26463,20000204,1191,1.5
26463,20000207,1191,1.5
26463,20000208,1191,1.5
26463,20000209,1191,1.5
26463,20000210,1191,1.5
26463,20000211,1191,1.5
26463,20000214,1191,1.5
26463,20000215,1191,1.5
26463,20000216,1191,1.5
26463,20000217,1191,1.5
26463,20000218,1191,1.5
26463,20000222,1191,1.5
26463,20000223,1191,1.5
26463,20000224,1191,1.5
26463,20000225,1191,1.5
26463,20000228,1191,1.5
26463,20000229,1191,1.5
26463,20000301,1191,1.5
26463,20000302,1191,1.5
26463,20000303,1191,1.5
26463,20000306,1191,1.5
26463,20000307,1191,1.5
26463,20000308,1191,1.5
26463,20000309,1191,1.5
26463,20000310,1191,1.5
26463,20000313,1191,1.5
26463,20000314,1191,1.5
26463,20000315,1191,1.5
26463,20000316,1191,1.5
26463,20000317,1191,1.5
26463,20000320,1191,1.5
26463,20000321,1191,1.5
26463,20000322,1191,1.5
26463,20000323,1191,1.5
26463,20000324,1191,1.5
26463,20000327,1191,1.5
26463,20000328,1191,1.5
26463,20000329,1191,1.5
26463,20000330,1191,1.5
26463,20000331,1191,1.5
26463,20000403,1191,1.5
26463,20000404,1191,1.5
26463,20000405,1191,1.5
26463,20000406,1191,1.5
26463,20000407,1191,1.5
26463,20000410,1191,1.5
26463,20000411,1191,1.5
26463,20000412,1191,1.5
26463,20000413,1191,1.5
26463,20000414,1191,1.5
26463,20000417,1191,1.5
26463,20000418,1191,1.5
26463,20000419,1191,1.5
26463,20000420,1191,1.5
26463,20000424,1191,1.5
26463,20000425,1191,1.5
26463,20000426,1191,1.5
26463,20000427,1191,1.5
26463,20000428,1191,1.5
26463,20000501,1191,1.5
26463,20000502,1191,1.5
26463,20000503,1191,1.5
26463,20000504,1191,1.5
26463,20000505,1191,1.5
26463,20000508,1191,1.5
26463,20000509,1191,1.5
26463,20000510,1191,1.5
26463,20000511,1191,1.5
26463,20000512,1191,1.5
26463,20000515,1191,1.5
26463,20000516,1191,1.5
26463,20000517,1191,1.5
26463,20000518,1191,1.5
26463,20000519,1191,1.5
26463,20000522,1191,1.5
26463,20000523,1191,1.5
26463,20000524,1191,1.5
26463,20000525,1191,1.5
26463,20000526,1191,1.5
26463,20000530,1191,1.5
26463,20000531,1191,1.5
26463,20000601,1191,1.5
26463,20000602,1191,1.5
26463,20000605,1191,1.5
26463,20000606,1191,1.5
26463,20000607,1191,1.5
26463,20000608,1191,1.5
26463,20000609,1191,1.5
26463,20000612,1191,1.5
26463,20000613,1191,1.5
26463,20000614,1191,1.5
26463,20000615,1191,1.5
26463,20000616,1191,1.5
26463,20000619,1191,1.5
26463,20000620,1191,1.5
26463,20000621,1191,1.5
26463,20000622,1191,1.5
26463,20000623,1191,1.5
26463,20000626,1191,1.5
26463,20000627,1191,1.5
26463,20000628,1191,1.5
26463,20000629,1191,1.5
26463,20000630,1191,1.5
26463,20000703,1191,1.5
26463,20000705,1191,1.5
26463,20000706,1191,1.5
26463,20000707,1191,1.5
26463,20000710,1191,1.5
26463,20000711,1191,1.5
26463,20000712,1191,1.5
26463,20000713,1191,1.5
26463,20000714,1191,1.5
26463,20000717,1191,1.5
26463,20000718,1191,1.5
26463,20000719,1191,1.5
26463,20000720,1191,1.5
26463,20000721,1191,1.5
26463,20000724,1191,1.5
26463,20000725,1191,1.5
26463,20000726,1191,1.5
26463,20000727,1191,1.5
26463,20000728,1191,1.5
26463,20000731,1191,1.5
26463,20000801,1191,1.5
26463,20000802,1191,1.5
26463,20000803,1191,1.5
26463,20000804,1191,1.5
26463,20000807,1191,1.5
26463,20000808,1191,1.5
26463,20000809,1191,1.5
26463,20000810,1191,1.5
26463,20000811,1191,1.5
26463,20000814,1191,1.5
26463,20000815,1191,1.5
26463,20000816,1191,1.5
26463,20000817,1191,1.5
26463,20000818,1191,1.5
26463,20000821,1191,1.5
26463,20000822,1191,1.5
26463,20000823,1191,1.5
26463,20000824,1191,1.5
26463,20000825,1191,1.5
26463,20000828,1191,1.5
26463,20000829,1191,1.5
26463,20000830,1191,1.5
26463,20000831,1191,1.5
26463,20000901,1191,1.5
26463,20000905,1191,1.5
26463,20000906,1191,1.5
26463,20000907,1191,1.5
26463,20000908,1191,1.5
26463,20000911,1191,1.5
26463,20000912,1191,1.5
26463,20000913,1191,1.5
26463,20000914,1191,1.5
26463,20000915,1191,1.5
26463,20000918,1191,1.5
26463,20000919,1191,1.5
26463,20000920,1191,1.5
26463,20000921,1191,1.5
26463,20000922,1191,1.5
26463,20000925,1191,1.5
26463,20000926,1191,1.5
26463,20000927,1191,1.5
26463,20000928,1191,1.5
26463,20000929,1191,1.5
26463,20001002,1191,1.5
26463,20001003,1191,1.5
26463,20001004,1191,1.5
26463,20001005,1191,1.5
26463,20001006,1191,1.5
26463,20001009,1191,1.5
26463,20001010,1191,1.5
26463,20001011,1191,1.5
26463,20001012,1191,1.5
26463,20001013,1191,1.5
26463,20001016,1191,1.5
26463,20001017,1191,1.5
26463,20001018,1191,1.5
26463,20001019,1191,1.5
26463,20001020,1191,1.5
26463,20001023,1191,1.5
26463,20001024,1191,1.5
26463,20001025,1191,1.5
26463,20001026,1191,1.5
26463,20001027,1191,1.5
26463,20001030,1191,1.5
26463,20001031,1191,1.5
26463,20001101,1191,1.5
26463,20001102,1191,1.5
26463,20001103,1191,1.5
26463,20001106,1191,1.5
26463,20001107,1191,1.5
26463,20001108,1191,1.5
26463,20001109,1191,1.5
26463,20001110,1191,1.5
26463,20001113,1191,1.5
26463,20001114,1191,1.5
26463,20001115,1191,1.5
26463,20001116,1191,1.5
26463,20001117,1191,1.5
26463,20001120,1191,1.5
26463,20001121,1191,1.5
26463,20001122,1191,1.5
26463,20001124,1191,1.5
26463,20001127,1191,1.5
26463,20001128,1191,1.5
26463,20001129,1191,1.5
26463,20001130,1191,1.5
26463,20001201,1191,1.5
26463,20001204,1191,1.5
26463,20001205,1191,1.5
26463,20001206,1191,1.5
26463,20001207,1191,1.5
26463,20001208,1191,1.5
26463,20001211,1191,1.5
26463,20001212,1191,1.5
