PERMNO,date,TICKER,COMNAM,PRC
12490,19580228,,INTERNATIONAL BUSINESS MACHS COR,328.50000
12490,19580331,,INTERNATIONAL BUSINESS MACHS COR,346.00000
12490,19580430,,INTERNATIONAL BUSINESS MACHS COR,351.00000
12490,19580529,,INTERNATIONAL BUSINESS MACHS COR,348.75000
12490,19580630,,INTERNATIONAL BUSINESS MACHS COR,369.00000
12490,19580731,,INTERNATIONAL BUSINESS MACHS COR,369.50000
12490,19580829,,INTERNATIONAL BUSINESS MACHS COR,372.00000
12490,19580930,,INTERNATIONAL BUSINESS MACHS COR,408.00000
12490,19581031,,INTERNATIONAL BUSINESS MACHS COR,435.00000
12490,19581128,,INTERNATIONAL BUSINESS MACHS COR,447.00000
12490,19581231,,INTERNATIONAL BUSINESS MACHS COR,535.00000
12490,19590130,,INTERNATIONAL BUSINESS MACHS COR,500.25000
12490,19590227,,INTERNATIONAL BUSINESS MACHS COR,529.00000
12490,19590331,,INTERNATIONAL BUSINESS MACHS COR,543.00000
12490,19590430,,INTERNATIONAL BUSINESS MACHS COR,586.00000
12490,19590529,,INTERNATIONAL BUSINESS MACHS COR,470.00000
12490,19590630,,INTERNATIONAL BUSINESS MACHS COR,448.00000
12490,19590731,,INTERNATIONAL BUSINESS MACHS COR,428.00000
12490,19590831,,INTERNATIONAL BUSINESS MACHS COR,424.50000
12490,19590930,,INTERNATIONAL BUSINESS MACHS COR,411.50000
12490,19591030,,INTERNATIONAL BUSINESS MACHS COR,409.00000
12490,19591130,,INTERNATIONAL BUSINESS MACHS COR,436.00000
12490,19591231,,INTERNATIONAL BUSINESS MACHS COR,438.25000
12490,19600129,,INTERNATIONAL BUSINESS MACHS COR,416.00000
12490,19600229,,INTERNATIONAL BUSINESS MACHS COR,418.00000
12490,19600331,,INTERNATIONAL BUSINESS MACHS COR,439.00000
12490,19600429,,INTERNATIONAL BUSINESS MACHS COR,452.50000
12490,19600531,,INTERNATIONAL BUSINESS MACHS COR,504.00000
12490,19600630,,INTERNATIONAL BUSINESS MACHS COR,522.00000
12490,19600729,,INTERNATIONAL BUSINESS MACHS COR,524.50000
12490,19600831,,INTERNATIONAL BUSINESS MACHS COR,536.00000
12490,19600930,,INTERNATIONAL BUSINESS MACHS COR,516.00000
12490,19601031,,INTERNATIONAL BUSINESS MACHS COR,511.00000
12490,19601130,,INTERNATIONAL BUSINESS MACHS COR,557.00000
12490,19601230,,INTERNATIONAL BUSINESS MACHS COR,593.00000
12490,19610131,,INTERNATIONAL BUSINESS MACHS COR,636.00000
12490,19610228,,INTERNATIONAL BUSINESS MACHS COR,675.00000
12490,19610330,,INTERNATIONAL BUSINESS MACHS COR,695.00000
12490,19610428,,INTERNATIONAL BUSINESS MACHS COR,714.00000
12490,19610531,,INTERNATIONAL BUSINESS MACHS COR,488.50000
12490,19610630,,INTERNATIONAL BUSINESS MACHS COR,475.50000
12490,19610731,,INTERNATIONAL BUSINESS MACHS COR,487.00000
12490,19610831,,INTERNATIONAL BUSINESS MACHS COR,519.50000
12490,19610929,,INTERNATIONAL BUSINESS MACHS COR,538.00000
12490,19611031,,INTERNATIONAL BUSINESS MACHS COR,587.50000
12490,19611130,,INTERNATIONAL BUSINESS MACHS COR,580.00000
12490,19611229,,INTERNATIONAL BUSINESS MACHS COR,579.00000
12490,19620131,,INTERNATIONAL BUSINESS MACHS COR,542.00000
12490,19620228,,INTERNATIONAL BUSINESS MACHS COR,537.00000
12490,19620330,,INTERNATIONAL BUSINESS MACHS COR,532.75000
12490,19620430,,INTERNATIONAL BUSINESS MACHS COR,454.00000
12490,19620531,,INTERNATIONAL BUSINESS MACHS COR,392.50000
12490,19620629,,INTERNATIONAL BUSINESS MACHS COR,339.25000
12490,19620731,IBM,INTERNATIONAL BUSINESS MACHS COR,387.00000
12490,19620831,IBM,INTERNATIONAL BUSINESS MACHS COR,396.25000
12490,19620928,IBM,INTERNATIONAL BUSINESS MACHS COR,353.50000
12490,19621031,IBM,INTERNATIONAL BUSINESS MACHS COR,346.00000
12490,19621130,IBM,INTERNATIONAL BUSINESS MACHS COR,398.50000
12490,19621231,IBM,INTERNATIONAL BUSINESS MACHS COR,390.00000
12490,19630131,IBM,INTERNATIONAL BUSINESS MACHS COR,423.75000
12490,19630228,IBM,INTERNATIONAL BUSINESS MACHS COR,399.75000
