Date,Futures,Spot,Rate
1996-08-27,0.611,0.609,5.41016
1996-08-26,0.61,0.609,.
1996-08-23,0.62,0.619,5.39844
1996-08-22,0.625,0.624,5.40625
1996-08-21,0.61,0.609,5.41406
1996-08-20,0.617,0.61,5.42969
1996-08-19,0.626,0.625,5.42969
1996-08-16,0.616,0.614,5.43750
1996-08-15,0.597,0.594,5.42969
1996-08-14,0.604,0.603,5.41797
1996-08-13,0.6,0.599,5.42188
1996-08-12,0.596,0.594,5.41406
1996-08-09,0.585,0.585,5.42578
1996-08-08,0.588,0.588,5.42578
1996-08-07,0.5820000000000001,0.5820000000000001,5.42969
1996-08-06,0.574,0.579,5.43359
1996-08-05,0.583,0.588,5.43750
1996-08-02,0.5870000000000001,0.591,5.44141
1996-08-01,0.575,0.5760000000000001,5.44141
1996-07-31,0.5710000000000001,0.568,5.46484
1996-07-30,0.557,0.5529999999999999,5.46875
1996-07-29,0.552,0.5479999999999999,5.45313
1996-07-26,0.55,0.547,5.43750
1996-07-25,0.563,0.5589999999999999,5.43750
1996-07-24,0.56,0.556,5.43750
1996-07-23,0.5589999999999999,0.556,5.43750
1996-07-22,0.5589999999999999,0.555,5.43750
1996-07-19,0.56,0.556,5.43750
1996-07-18,0.5670000000000001,0.564,5.45703
1996-07-17,0.563,0.561,5.46875
1996-07-16,0.5720000000000001,0.568,5.47656
1996-07-15,0.5770000000000001,0.5760000000000001,5.47656
1996-07-12,0.5660000000000001,0.562,5.46875
1996-07-11,0.5670000000000001,0.563,5.49609
1996-07-10,0.556,0.552,5.50000
1996-07-09,0.5529999999999999,0.5489999999999999,5.50391
1996-07-08,0.5489999999999999,0.546,5.51563
1996-07-03,0.547,0.545,5.50000
1996-07-02,0.5429999999999999,0.542,5.49219
1996-07-01,0.551,0.5479999999999999,5.48438
1996-06-28,0.54,0.536,5.49609
1996-06-27,0.536,0.5329999999999999,5.50000
1996-06-26,0.523,0.52,5.49219
1996-06-25,0.512,0.509,5.48047
1996-06-24,0.513,0.509,5.48047
1996-06-21,0.514,0.511,5.46484
